"FechaHora","Fecha","Hora","DirMed_a_1100cm","Humedad_a_620cm","Irradia_a_200cm","Presion_a_150cm","SigDir_a_1100cm","SigVel_a_1100cm","TemAire_a_620cm","VelMax_a_1100","VelMedia_a_1100cm"
"42744.58333333334","2017/1/09","14:00","66.76000000000001","59.36","366.5","962.08","26.86","0.9","9.93","5.88","3.32"
"42744.59027777778","2017/1/09","14:10","69.90000000000001","59.52","348.8","961.83","22.45","0.9","10.16","4.9","2.45"
"42744.59722222222","2017/1/09","14:20","70.15000000000001","59.62","331.2","961.84","17.41","0.76","10.18","4.7","2.21"
"42744.60416666666","2017/1/09","14:30","76","59.36","312.6","961.63","16.14","1.01","10.35","4.41","2.18"
"42744.61111111111","2017/1/09","14:40","67.34","59.89","293.6","961.55","21.02","0.84","10.15","4.51","2.41"
"42744.61805555555","2017/1/09","14:50","65.09","60.14","273.5","961.59","14.13","0.93","9.970000000000001","4.9","2.99"
"42744.625","2017/1/09","15:00","78.09999999999999","60.56","252.4","961.42","20.03","0.9399999999999999","9.869999999999999","5.59","3.34"
"42744.63194444445","2017/1/09","15:10","51.34","60.73","230.8","961.5599999999999","14.92","0.86","10.04","5.39","2.78"
"42744.63888888889","2017/1/09","15:20","67.77","60.37","206.8","961.39","22.94","0.87","10.23","4.21","2.07"
"42744.64583333334","2017/1/09","15:30","72.72","61.07","183.8","961.25","18.1","0.74","10.1","4.41","2.4"
"42744.65277777778","2017/1/09","15:40","59.41","61.95","160.5","961.3099999999999","11.65","0.68","9.92","4.51","3.02"
"42744.65972222222","2017/1/09","15:50","51.46","60.91","122.8","961.54","12.78","0.84","10.24","5","2.64"
"42744.66666666666","2017/1/09","16:00","53.89","62.03","29.54","961.53","17.52","0.57","9.960000000000001","3.92","2.34"
"42744.67361111111","2017/1/09","16:10","73.56999999999999","62.34","26.14","961.35","19.42","0.35","9.91","1.67","0.89"
"42744.68055555555","2017/1/09","16:20","130.9","61.9","21.61","961.23","64.95","0.29","10.06","1.27","0.41"
"42744.6875","2017/1/09","16:30","90.59999999999999","61.08","36","961.29","17.58","0.45","10.25","2.16","1.06"
"42744.69444444445","2017/1/09","16:40","52.42","61.08","21.41","961.42","17.39","0.43","10.29","2.16","1.03"
"42744.70138888889","2017/1/09","16:50","37.34","61.54","11.4","961.48","18.1","0.26","10.2","1.27","0.72"
"42744.70833333334","2017/1/09","17:00","29.18","62.79","1.54","961.4400000000001","13.76","0.24","9.85","1.57","1.06"
"42744.71527777778","2017/1/09","17:10","30.78","63.81","0.52","961.52","11.8","0.22","9.57","1.67","1.07"
"42744.72222222222","2017/1/09","17:20","6.96","64.66","0.1","961.53","25.56","0.37","9.390000000000001","2.16","1.08"
"42744.72916666666","2017/1/09","17:30","358.5","66.31","0.01","961.59","14.05","0.26","8.98","1.67","0.98"
"42744.73611111111","2017/1/09","17:40","29.26","66","0.02","961.47","25.05","0.24","9.01","1.67","1.09"
"42744.74305555555","2017/1/09","17:50","61.31","65.89","0.04","961.38","13.96","0.19","9.119999999999999","1.47","0.89"
"42744.75","2017/1/09","18:00","53.62","66.48999999999999","0.04","961.33","16.42","0.4","9.039999999999999","2.16","1.25"
"42744.75694444445","2017/1/09","18:10","5.26","67.8","0.04","961.3","18.38","0.32","8.73","1.76","0.95"
"42744.76388888889","2017/1/09","18:20","279.1","69.31999999999999","0.01","961.41","37.48","0.53","8.32","2.06","0.85"
"42744.77083333334","2017/1/09","18:30","289.7","70.95","0.02","961.49","20.42","0.24","7.82","1.47","0.5600000000000001"
"42744.77777777778","2017/1/09","18:40","285.8","71.17","0.02","961.45","21.34","0.29","7.76","1.18","0.5"
"42744.78472222222","2017/1/09","18:50","304.3","72.66","0.06","961.4400000000001","14.79","0.18","7.45","1.08","0.46"
"42744.79166666666","2017/1/09","19:00","291.9","72.43000000000001","0.04","961.45","13.36","0.19","7.48","0.6899999999999999","0.2"
"42744.79861111111","2017/1/09","19:10","245.3","73.42","0.09","961.39","13.75","0.2","7.28","0.6899999999999999","0.3"
"42744.80555555555","2017/1/09","19:20","256.4","73.67","0.07000000000000001","961.26","12.62","0.17","7.19","0.98","0.47"
"42744.8125","2017/1/09","19:30","241.5","74.47","0.13","961.21","9.51","0.23","6.86","1.27","0.82"
"42744.81944444445","2017/1/09","19:40","214.6","75.48","0.3","960.9299999999999","11.68","0.41","6.61","1.47","0.96"
"42744.82638888889","2017/1/09","19:50","188.5","74.92","0.31","960.67","34.7","0.38","6.71","1.86","0.99"
"42744.83333333334","2017/1/09","20:00","179.3","76.34","0.24","960.7","29.51","0.5600000000000001","6.34","2.16","0.53"
"42744.84027777778","2017/1/09","20:10","223","77.95","0.24","960.6799999999999","11.22","0.5","6.07","2.25","1.15"
"42744.84722222222","2017/1/09","20:20","235.6","77.15000000000001","0.2","960.7","23.59","0.35","6.3","1.47","0.72"
"42744.85416666666","2017/1/09","20:30","265.4","76.97","0.41","960.6","28.41","0.13","6.41","0.49","0.11"
"42744.86111111111","2017/1/09","20:40","351.6","77.92","0.78","960.37","12.35","0.18","6.2","0.78","0.14"
"42744.86805555555","2017/1/09","20:50","277.6","78.79000000000001","0.6899999999999999","960.23","55.67","0.22","5.96","0.78","0.23"
"42744.875","2017/1/09","21:00","223.8","78.09999999999999","0.66","959.95","13.03","0.15","6.05","0.88","0.44"
"42744.88194444445","2017/1/09","21:10","188.7","77.81","0.6899999999999999","959.66","27.97","0.25","6.08","0.98","0.43"
"42744.88888888889","2017/1/09","21:20","234.2","79.09","0.6","959.53","20.98","0.18","5.84","1.08","0.66"
"42744.89583333334","2017/1/09","21:30","279.7","78.98999999999999","0.48","959.55","25.69","0.26","5.83","1.47","0.45"
"42744.90277777778","2017/1/09","21:40","314.6","79.15000000000001","0.44","959.65","28.5","0.41","5.78","1.57","0.8"
"42744.90972222222","2017/1/09","21:50","334.6","80.3","0.68","959.64","24.12","0.4","5.46","1.96","0.71"
"42744.91666666666","2017/1/09","22:00","291.6","80.09999999999999","0.8","959.5","13.91","0.2","5.53","0.78","0.19"
"42744.92361111111","2017/1/09","22:10","308.2","80.59999999999999","1.02","959.67","19.52","0.14","5.36","0.6899999999999999","0.21"
"42744.93055555555","2017/1/09","22:20","40.42","80.59999999999999","0.79","959.77","44.95","0.21","5.26","0.88","0.36"
"42744.9375","2017/1/09","22:30","72.72","79.40000000000001","1.35","959.8200000000001","14.92","0.15","5.53","0.88","0.33"
"42744.94444444445","2017/1/09","22:40","156.1","79.90000000000001","1.21","959.58","27.85","0.18","5.41","0.98","0.24"
"42744.95138888889","2017/1/09","22:50","150.2","79.98999999999999","1.17","959.52","17.12","0.17","5.57","0.6899999999999999","0.17"
"42744.95833333334","2017/1/09","23:00","171.8","79.31999999999999","1.07","959.29","42.85","0.2","5.75","0.78","0.29"
"42744.96527777778","2017/1/09","23:10","25.01","78.36","1.12","958.98","16.39","0.07000000000000001","5.89","0.39","0.03"
"42744.97222222222","2017/1/09","23:20","58.09","78.51000000000001","0.95","958.9","13.9","0.33","5.78","1.08","0.3"
"42744.97916666666","2017/1/09","23:30","42.71","78.87","0.7","958.99","18.46","0.26","5.6","1.18","0.5600000000000001"
"42744.98611111111","2017/1/09","23:40","358.8","79.40000000000001","0.5600000000000001","958.8099999999999","45.45","0.26","5.43","0.88","0.17"
"42744.99305555555","2017/1/09","23:50","69.86","80","0.63","958.64","12.16","0.2","5.29","0.88","0.33"
"42745","2017/1/10","00:00","61.47","80.3","0.5","958.59","16.63","0.21","5.23","0.98","0.29"
"42745.00694444445","2017/1/10","00:10","52.81","80.90000000000001","0.71","958.42","17.68","0.29","5.06","1.27","0.5"
"42745.01388888889","2017/1/10","00:20","56.01","81.3","0.63","958.41","16.96","0.29","4.9","1.57","1"
"42745.02083333334","2017/1/10","00:30","87.40000000000001","81.5","0.95","958.3200000000001","13.33","0.46","4.84","1.76","0.87"
"42745.02777777778","2017/1/10","00:40","78.31","83.3","0.88","958.14","9.91","0.3","4.47","1.76","1.22"
"42745.03472222222","2017/1/10","00:50","75.34","83.59999999999999","0.79","957.92","14.41","0.29","4.46","1.57","0.79"
"42745.04166666666","2017/1/10","01:00","86.3","83.2","1.03","957.77","20.09","0.22","4.66","1.67","0.74"
"42745.04861111111","2017/1/10","01:10","118.8","83.90000000000001","0.87","957.53","15.44","0.22","4.6","1.57","1.15"
"42745.05555555555","2017/1/10","01:20","149.4","83.5","0.85","957.28","14.75","0.3","4.73","1.76","1.08"
"42745.0625","2017/1/10","01:30","80.09999999999999","83.2","0.79","957.27","30.35","0.19","5.04","1.08","0.34"
"42745.06944444445","2017/1/10","01:40","53.3","83.90000000000001","0.8100000000000001","957.25","14.38","0.25","4.93","0.98","0.42"
"42745.07638888889","2017/1/10","01:50","104.9","84.09999999999999","0.88","957.12","30.6","0.14","5.13","0.59","0.12"
"42745.08333333334","2017/1/10","02:00","248","83","0.64","956.92","15.76","0.36","5.37","1.47","0.83"
"42745.09027777778","2017/1/10","02:10","254.4","84","0.52","956.76","10.93","0.27","5.27","1.67","1.16"
"42745.09722222222","2017/1/10","02:20","256.7","84.3","0.87","956.75","22.02","0.41","5.43","1.67","0.71"
"42745.10416666666","2017/1/10","02:30","277.2","83.5","1.4","956.78","15.8","0.29","5.68","1.37","0.6899999999999999"
"42745.11111111111","2017/1/10","02:40","314.6","86.09999999999999","1.18","956.8099999999999","15.13","0.29","5.28","2.06","1.15"
"42745.11805555555","2017/1/10","02:50","279.7","87.3","1.91","956.5599999999999","14.18","0.38","5.31","2.06","1.08"
"42745.125","2017/1/10","03:00","260.9","88","1.28","956.35","11.26","0.29","5.07","2.35","1.53"
"42745.13194444445","2017/1/10","03:10","258.9","88.7","1.4","956.3","7.07","0.32","4.98","2.84","1.86"
"42745.13888888889","2017/1/10","03:20","258.3","88.3","1.11","956.17","6.62","0.37","5.06","2.94","2.28"
"42745.14583333334","2017/1/10","03:30","259.7","88.40000000000001","1.19","956.02","6","0.2","5.2","2.35","1.86"
"42745.15277777778","2017/1/10","03:40","264","88.7","1.32","955.91","3.52","0.21","5.26","2.35","1.86"
"42745.15972222222","2017/1/10","03:50","271.6","88.3","1.11","955.84","7.22","0.31","5.58","2.65","1.72"
"42745.16666666666","2017/1/10","04:00","279.9","87","1.12","955.78","7.31","0.26","6.09","1.86","1.28"
"42745.17361111111","2017/1/10","04:10","282.9","86.5","1.19","955.6799999999999","9.640000000000001","0.22","6.33","1.27","0.74"
"42745.18055555555","2017/1/10","04:20","261.6","87.3","1.39","955.55","5.69","0.2","6.28","1.86","1.37"
"42745.1875","2017/1/10","04:30","272.6","88.7","1.11","955.49","12.5","0.34","6.28","1.86","0.8100000000000001"
"42745.19444444445","2017/1/10","04:40","279.2","90","1.11","955.33","10.97","0.27","6.18","1.57","0.61"
"42745.20138888889","2017/1/10","04:50","277.6","91.2","0.77","955.35","17.06","0.48","6.14","2.25","0.96"
"42745.20833333334","2017/1/10","05:00","269.4","91.8","1.05","955.41","5.52","0.43","6.16","2.55","1.85"
"42745.21527777778","2017/1/10","05:10","354.8","94","0.9399999999999999","955.33","90","0.35","5.97","1.37","0.59"
"42745.22222222222","2017/1/10","05:20","97.5","96.40000000000001","0.9","955.16","22.44","0.34","5.59","1.27","0.54"
"42745.22916666666","2017/1/10","05:30","142.9","97.40000000000001","1.01","955.03","22.73","0.27","5.7","1.08","0.38"
"42745.23611111111","2017/1/10","05:40","207.9","96.8","1.39","954.8200000000001","22.25","0.58","6.13","2.25","0.97"
"42745.24305555555","2017/1/10","05:50","226","97.40000000000001","1.34","954.7","6.68","0.19","5.85","2.35","1.84"
"42745.25","2017/1/10","06:00","230.9","98.7","0.29","954.52","5.68","0.28","5.92","3.04","2.18"
"42745.25694444445","2017/1/10","06:10","230.6","99","0.86","954.27","9.109999999999999","0.48","6.04","3.43","2.03"
"42745.26388888889","2017/1/10","06:20","258.7","98.5","1.32","953.99","16.64","0.31","6.36","2.84","2"
"42745.27083333334","2017/1/10","06:30","265.4","97.8","1.38","953.66","11.97","0.4","6.29","3.33","2.36"
"42745.27777777778","2017/1/10","06:40","277.9","98.7","1.29","953.59","13.77","0.7","6.09","4.51","2.87"
"42745.28472222222","2017/1/10","06:50","285.3","99.09999999999999","1.33","953.61","16.41","0.8100000000000001","5.78","5","2.74"
"42745.29166666666","2017/1/10","07:00","278.5","99.09999999999999","1.36","953.72","12.86","0.99","5.83","6.57","3.46"
"42745.29861111111","2017/1/10","07:10","273.4","99.09999999999999","1.49","953.78","18.24","1.36","6.1","7.64","4.78"
"42745.30555555555","2017/1/10","07:20","269.1","99.09999999999999","1.67","953.86","15.09","1.24","6.26","7.55","4.64"
"42745.3125","2017/1/10","07:30","266.7","98.3","1.47","953.65","14.9","1","6.42","6.08","4.01"
"42745.31944444445","2017/1/10","07:40","277.1","98.7","1.77","953.6900000000001","16.14","0.99","6.58","5.88","3.29"
"42745.32638888889","2017/1/10","07:50","297.5","98.5","2.01","953.87","22.65","1.52","7.13","7.74","4.1"
"42745.33333333334","2017/1/10","08:00","318","99.09999999999999","3","953.85","29.44","2.5","7.49","11.76","4.97"
"42745.34027777778","2017/1/10","08:10","316.8","98.8","5.47","953.76","24.33","1.99","8.07","10.09","5.24"
"42745.34722222222","2017/1/10","08:20","324","96.40000000000001","4.91","954.15","24.91","1.88","8.449999999999999","10.09","4.68"
"42745.35416666666","2017/1/10","08:30","333.7","98.7","9.26","954.38","20.52","1.43","8.359999999999999","6.96","3.55"
"42745.36111111111","2017/1/10","08:40","327.2","99.09999999999999","21.63","954.35","28.04","0.86","8.300000000000001","4.21","1.29"
"42745.36805555555","2017/1/10","08:50","331.1","99.2","15.75","954.5700000000001","19.2","0.73","8.380000000000001","3.82","2.16"
"42745.375","2017/1/10","09:00","354.5","99.2","16.2","954.74","24.53","0.54","8.43","3.33","1.26"
"42745.38194444445","2017/1/10","09:10","342.6","99.09999999999999","17.11","954.85","19.01","0.62","8.300000000000001","3.82","2.17"
"42745.38888888889","2017/1/10","09:20","13.32","99.2","36.06","954.75","17.93","0.61","8.34","3.14","1.71"
"42745.39583333334","2017/1/10","09:30","51.83","99.09999999999999","36.23","954.72","22.57","0.44","8.32","2.35","1.07"
"42745.40277777778","2017/1/10","09:40","29.73","99.2","33.69","955.0599999999999","20.94","0.59","8.289999999999999","2.84","1.59"
"42745.40972222222","2017/1/10","09:50","28.37","99.09999999999999","36.65","954.98","16.32","0.49","8.24","2.45","1.4"
"42745.41666666666","2017/1/10","10:00","24.87","99.09999999999999","41.23","955.02","19.26","0.9399999999999999","8.220000000000001","5.78","1.94"
"42745.42361111111","2017/1/10","10:10","25.14","99.2","30.16","954.99","21.94","0.43","8.18","2.45","1.44"
"42745.43055555555","2017/1/10","10:20","351.3","99.2","33.15","955.08","14.35","0.5","8.119999999999999","2.65","1.2"
"42745.4375","2017/1/10","10:30","339.7","99.09999999999999","69.19","955.3","20.84","0.89","8.199999999999999","4.21","1.7"
"42745.44444444445","2017/1/10","10:40","329.2","94.40000000000001","98.90000000000001","955.24","23.95","2.17","8.609999999999999","11.27","4.9"
"42745.45138888889","2017/1/10","10:50","334.6","90.59999999999999","87.3","955.16","34.22","2.31","8.68","10.98","4.89"
"42745.45833333334","2017/1/10","11:00","337.3","89.09999999999999","85.90000000000001","955.14","18.34","2.07","8.6","12.15","6.3"
"42745.46527777778","2017/1/10","11:10","335.3","86.40000000000001","93.90000000000001","955.09","21.42","2.28","8.779999999999999","12.54","5.28"
"42745.47222222222","2017/1/10","11:20","330.1","86.40000000000001","33.36","955.0599999999999","25.29","1.59","8.800000000000001","8.130000000000001","3.98"
"42745.47916666666","2017/1/10","11:30","328","88.2","42.61","954.97","21.15","1.26","8.75","6.86","3.62"
"42745.48611111111","2017/1/10","11:40","339.5","90.5","91.7","954.9299999999999","22.86","1.71","8.57","9.210000000000001","3.71"
"42745.49305555555","2017/1/10","11:50","331.7","88.7","70.88","954.77","28.14","1.84","8.74","9.31","4.34"
"42745.5","2017/1/10","12:00","336.4","88.59999999999999","98.90000000000001","954.74","15.47","1.15","8.720000000000001","7.35","4.66"
"42745.50694444445","2017/1/10","12:10","333.8","88.09999999999999","94.3","954.66","33.15","1.55","8.91","7.35","3.1"
"42745.51388888889","2017/1/10","12:20","343.6","87.5","59.43","954.73","32.3","1.92","8.869999999999999","8.529999999999999","3.28"
"42745.52083333334","2017/1/10","12:30","354.5","88.8","45.92","954.74","29.16","1.68","8.6","8.529999999999999","3.65"
"42745.52777777778","2017/1/10","12:40","346.2","92.40000000000001","54.67","954.6799999999999","22.66","0.98","8.300000000000001","5.59","2.75"
"42745.53472222222","2017/1/10","12:50","331","95.7","67.98","954.5","18.54","0.8","8.109999999999999","4.51","2.54"
"42745.54166666666","2017/1/10","13:00","325.5","95.8","76.31999999999999","954.3200000000001","25.29","1.24","8.279999999999999","5.78","1.48"
"42745.54861111111","2017/1/10","13:10","343.1","95.59999999999999","34.2","954.4","37.14","1.11","8.4","4.51","1.66"
"42745.55555555555","2017/1/10","13:20","26.73","95.7","49.36","954.38","16.03","0.53","8.369999999999999","3.33","1.66"
"42745.5625","2017/1/10","13:30","359.9","97.5","50.58","954.08","37.53","0.65","8.25","2.94","1.24"
"42745.56944444445","2017/1/10","13:40","286.3","97.5","36.82","953.9299999999999","36.13","1.46","8.57","8.92","1.46"
"42745.57638888889","2017/1/10","13:50","317.3","94.2","53.75","953.9","33.4","1.49","8.68","8.039999999999999","2.29"
"42745.58333333334","2017/1/10","14:00","339.3","91.5","69.52","953.9","27.06","1.74","8.73","8.23","3.73"
"42745.59027777778","2017/1/10","14:10","340.4","89.7","52.9","953.95","27.1","1.62","8.68","8.619999999999999","4.44"
"42745.59722222222","2017/1/10","14:20","337.1","91.5","64.86","953.98","26.4","1.18","8.66","5.49","3"
"42745.60416666666","2017/1/10","14:30","337.1","92.3","75.83","953.9400000000001","21.92","1.06","8.65","5.78","2.78"
"42745.61111111111","2017/1/10","14:40","338.5","93.40000000000001","45.81","953.97","39.47","0.88","8.800000000000001","3.72","1.34"
"42745.61805555555","2017/1/10","14:50","348.1","93.90000000000001","65.37","953.98","24.33","0.86","8.59","3.53","1.6"
"42745.625","2017/1/10","15:00","358","95","42.76","953.96","21.82","0.76","8.4","3.92","1.91"
"42745.63194444445","2017/1/10","15:10","344.8","95.3","32.08","954.17","20.85","0.85","8.369999999999999","5.29","2.98"
"42745.63888888889","2017/1/10","15:20","346","93.7","43.04","954.1900000000001","21.77","1.36","8.33","8.619999999999999","3.88"
"42745.64583333334","2017/1/10","15:30","343.5","91.90000000000001","53.08","954.3","26.17","1.47","8.44","7.15","3.22"
"42745.65277777778","2017/1/10","15:40","344.6","90.3","37.12","954.16","29.89","1.41","8.470000000000001","5.39","2.98"
"42745.65972222222","2017/1/10","15:50","356.4","90.2","19.36","954.3200000000001","19.83","0.82","8.32","4.41","2.25"
"42745.66666666666","2017/1/10","16:00","355.5","90","14.19","954.58","20.6","0.62","8.33","3.63","1.76"
"42745.67361111111","2017/1/10","16:10","335.8","90.09999999999999","9.609999999999999","954.63","23.61","0.68","8.44","3.23","1.38"
"42745.68055555555","2017/1/10","16:20","323.3","90.7","8.16","954.62","27.44","0.75","8.49","4.02","1.73"
"42745.6875","2017/1/10","16:30","325.4","90.40000000000001","4.41","954.6799999999999","23.83","1.48","8.550000000000001","6.57","3.05"
"42745.69444444445","2017/1/10","16:40","331.3","94","2.07","954.65","22.14","0.87","8.359999999999999","5.19","2.73"
"42745.70138888889","2017/1/10","16:50","338.4","93.09999999999999","1.57","954.64","14.43","0.83","8.119999999999999","4.61","3.17"
"42745.70833333334","2017/1/10","17:00","346.5","94.7","1.11","954.72","21.12","0.87","8.23","4.61","2.11"
"42745.71527777778","2017/1/10","17:10","344.2","97.2","1","954.73","21.92","0.75","8.06","3.33","1.59"
"42745.72222222222","2017/1/10","17:20","356.9","98.3","0.89","954.79","20.25","0.41","8.08","2.16","1.2"
"42745.72916666666","2017/1/10","17:30","347.7","94.09999999999999","0.97","954.79","23.71","0.87","8.23","4.7","1.63"
"42745.73611111111","2017/1/10","17:40","350.2","95.59999999999999","0.89","954.74","21.13","0.31","8.17","1.18","0.45"
"42745.74305555555","2017/1/10","17:50","18.16","96.5","0.92","954.71","14.74","0.17","8.25","0.59","0.16"
"42745.75","2017/1/10","18:00","294.5","97.5","0.91","954.78","28.4","0.25","8.26","1.08","0.19"
"42745.75694444445","2017/1/10","18:10","292.4","97.8","0.37","954.8099999999999","29.09","0.6899999999999999","8.380000000000001","3.53","0.73"
"42745.76388888889","2017/1/10","18:20","318.2","96.7","0.38","954.83","24.79","0.72","8.35","3.33","1.63"
"42745.77083333334","2017/1/10","18:30","336.3","98.40000000000001","0.4","954.83","21.28","0.6899999999999999","8.34","3.82","2.05"
"42745.77777777778","2017/1/10","18:40","342.1","99.09999999999999","0.43","954.9299999999999","14.89","0.48","8.27","2.55","1.18"
"42745.78472222222","2017/1/10","18:50","341.2","99.09999999999999","0.54","954.92","21.59","0.22","8.279999999999999","0.78","0.22"
"42745.79166666666","2017/1/10","19:00","285.7","99.2","0.48","954.98","43.49","0.51","8.359999999999999","2.06","0.5600000000000001"
"42745.79861111111","2017/1/10","19:10","267.5","99.2","0.79","954.92","17.59","0.36","8.4","2.25","1.15"
"42745.80555555555","2017/1/10","19:20","287.4","99.2","0.88","954.89","19.13","0.44","8.35","2.45","1.34"
"42745.8125","2017/1/10","19:30","295.7","99.2","0.74","955.02","13.27","0.4","8.369999999999999","2.94","1.69"
"42745.81944444445","2017/1/10","19:40","299.2","99.2","0.75","955.13","24.59","0.54","8.359999999999999","2.35","1.26"
"42745.82638888889","2017/1/10","19:50","312.9","99.2","0.87","955.13","35.76","0.9399999999999999","8.470000000000001","6.27","1.81"
"42745.83333333334","2017/1/10","20:00","332.4","99.09999999999999","0.76","955.2","25.72","1.45","8.6","7.64","2.41"
"42745.84027777778","2017/1/10","20:10","338.7","99","0.66","955.33","16.12","0.91","8.640000000000001","5.78","3.08"
"42745.84722222222","2017/1/10","20:20","333.5","98","0.64","955.27","27.17","1.2","8.609999999999999","5.39","2.54"
"42745.85416666666","2017/1/10","20:30","321.5","98.40000000000001","0.62","955.3099999999999","21.4","0.53","8.619999999999999","3.33","1.65"
"42745.86111111111","2017/1/10","20:40","325.6","97.8","0.67","955.41","22.7","0.82","8.66","4.02","2.18"
"42745.86805555555","2017/1/10","20:50","323.9","98.90000000000001","0.54","955.4","21.36","0.6899999999999999","8.66","3.92","2.21"
"42745.875","2017/1/10","21:00","322.2","99.2","0.75","955.41","27.79","0.9399999999999999","8.67","4.7","2.47"
"42745.88194444445","2017/1/10","21:10","321.9","99.09999999999999","0.65","955.38","16.28","0.6899999999999999","8.58","4.41","2.46"
"42745.88888888889","2017/1/10","21:20","325.6","99.2","0.71","955.42","27.06","0.63","8.58","3.43","1.85"
"42745.89583333334","2017/1/10","21:30","334.1","99.2","0.8","955.52","21.83","0.66","8.56","3.23","1.42"
"42745.90277777778","2017/1/10","21:40","330.6","99.2","0.61","955.6799999999999","25.1","0.62","8.57","3.14","1.56"
"42745.90972222222","2017/1/10","21:50","308.8","98.90000000000001","0.59","955.8200000000001","19.87","0.97","8.619999999999999","4.31","2.04"
"42745.91666666666","2017/1/10","22:00","318.2","98.40000000000001","0.62","955.86","19.5","1.15","8.66","5.68","2.64"
"42745.92361111111","2017/1/10","22:10","326.8","98.5","0.61","955.99","17.93","1.05","8.67","5.98","3.13"
"42745.93055555555","2017/1/10","22:20","334","99.2","0.66","956.11","14.93","0.8100000000000001","8.630000000000001","5.1","3.09"
"42745.9375","2017/1/10","22:30","337.5","99.09999999999999","0.61","956.21","20.29","0.89","8.619999999999999","4.41","2.19"
"42745.94444444445","2017/1/10","22:40","343","98.40000000000001","0.57","956.22","31.44","1.31","8.699999999999999","5.49","2.58"
"42745.95138888889","2017/1/10","22:50","337.9","93.2","0.6","956.22","24.88","1.18","8.82","5.78","2.82"
"42745.95833333334","2017/1/10","23:00","345.7","94.59999999999999","0.57","956.4299999999999","17.98","0.76","8.720000000000001","4.21","2.17"
"42745.96527777778","2017/1/10","23:10","328.1","98.90000000000001","0.61","956.48","15.96","0.54","8.49","2.84","1.41"
"42745.97222222222","2017/1/10","23:20","321.2","99.2","0.62","956.45","16.31","0.61","8.51","3.04","1.64"
"42745.97916666666","2017/1/10","23:30","307.9","99.2","0.6899999999999999","956.36","16.91","0.67","8.550000000000001","3.43","1.86"
"42745.98611111111","2017/1/10","23:40","317.5","99.09999999999999","0.53","956.3099999999999","20.66","0.77","8.51","4.51","2.16"
"42745.99305555555","2017/1/10","23:50","343.5","99.2","0.7","956.45","20.77","0.7","8.52","4.02","2.01"
"42746","2017/1/11","00:00","1.09","99.09999999999999","0.64","956.63","28.93","0.65","8.51","2.94","0.91"
"42746.00694444445","2017/1/11","00:10","317.5","99.2","0.67","956.59","24.09","0.47","8.49","2.06","0.76"
"42746.01388888889","2017/1/11","00:20","306","99.2","0.83","956.53","16.21","0.36","8.49","1.47","0.53"
"42746.02083333334","2017/1/11","00:30","288.6","99.2","0.96","956.4400000000001","17.63","0.45","8.48","1.76","0.78"
"42746.02777777778","2017/1/11","00:40","279.9","99.2","0.86","956.51","8.460000000000001","0.26","8.52","1.37","0.72"
"42746.03472222222","2017/1/11","00:50","266.2","99.2","0.71","956.38","9.859999999999999","0.21","8.5","1.18","0.7"
"42746.04166666666","2017/1/11","01:00","269.6","99.2","0.8100000000000001","956.4","6.89","0.13","8.42","1.08","0.73"
"42746.04861111111","2017/1/11","01:10","269.3","99.2","0.78","956.42","12.2","0.16","8.43","1.18","0.55"
"42746.05555555555","2017/1/11","01:20","256.8","99.2","1.02","956.4","9.35","0.23","8.42","1.37","0.84"
"42746.0625","2017/1/11","01:30","270.8","99.09999999999999","0.9399999999999999","956.4299999999999","7.91","0.22","8.369999999999999","1.67","1.14"
"42746.06944444445","2017/1/11","01:40","271.8","99.2","0.76","956.46","5.99","0.14","8.359999999999999","1.47","1.01"
"42746.07638888889","2017/1/11","01:50","273.7","99.2","0.75","956.49","15.68","0.21","8.42","1.37","0.86"
"42746.08333333334","2017/1/11","02:00","272.1","99.2","0.9","956.4299999999999","10.31","0.21","8.49","1.37","0.8100000000000001"
"42746.09027777778","2017/1/11","02:10","289.9","99.2","0.88","956.3200000000001","3.56","0.28","8.6","1.18","0.28"
"42746.09722222222","2017/1/11","02:20","300.3","99.2","1.05","956.3200000000001","13.55","0.24","8.69","1.08","0.45"
"42746.10416666666","2017/1/11","02:30","292.9","99.2","0.9399999999999999","956.46","1.47","0.22","8.800000000000001","0.98","0.34"
"42746.11111111111","2017/1/11","02:40","280.3","99.2","0.9","956.45","10.36","0.29","8.76","1.18","0.67"
"42746.11805555555","2017/1/11","02:50","294.8","99.09999999999999","1.28","956.42","14.74","0.35","8.81","1.86","0.71"
"42746.125","2017/1/11","03:00","326.3","99.09999999999999","0.82","956.4","28.11","1.32","8.859999999999999","7.25","2.47"
"42746.13194444445","2017/1/11","03:10","329.8","99.2","0.99","956.41","20.88","1.07","9.06","6.47","2.92"
"42746.13888888889","2017/1/11","03:20","332.1","99.2","0.43","956.53","15.63","1.09","9.18","5.88","3.31"
"42746.14583333334","2017/1/11","03:30","334.7","99.09999999999999","0.86","956.54","12.55","0.68","9.210000000000001","5.39","3.5"
"42746.15277777778","2017/1/11","03:40","335.8","99.09999999999999","0.85","956.48","11.08","0.64","9.220000000000001","4.61","2.54"
"42746.15972222222","2017/1/11","03:50","328.5","99.2","1.13","956.47","14.92","0.57","9.220000000000001","3.82","2.04"
"42746.16666666666","2017/1/11","04:00","327.7","99.2","0.9","956.47","15.86","0.89","9.289999999999999","5.39","2.8"
