"FechaHora","Fecha","Hora","DirMed_a_1100cm","Humedad_a_620cm","Irradia_a_200cm","Presion_a_150cm","SigDir_a_1100cm","SigVel_a_1100cm","TemAire_a_620cm","VelMax_a_1100","VelMedia_a_1100cm"
"42736","2017/1/01","00:00","247.3","93","0.89","964.08","66.02","0.5600000000000001","2.4","2.35","0.51"
"42736.00694444445","2017/1/01","00:10","257.2","93.7","1.17","964.02","28.71","0.59","2.26","2.74","1.06"
"42736.01388888889","2017/1/01","00:20","233.5","93.7","1.47","963.89","40.88","0.6","2.15","2.65","1"
"42736.02083333334","2017/1/01","00:30","232.7","92.40000000000001","1.21","963.74","24.92","0.77","2.25","3.04","1.34"
"42736.02777777778","2017/1/01","00:40","259.2","92.59999999999999","1.04","963.6","32.26","0.8","2.04","3.33","1.32"
"42736.03472222222","2017/1/01","00:50","255.3","91.40000000000001","1.04","963.49","24.39","0.77","1.94","3.82","1.43"
"42736.04166666666","2017/1/01","01:00","258.3","91.5","1.36","963.35","21.88","0.77","1.87","3.53","1.77"
"42736.04861111111","2017/1/01","01:10","236.2","93","1.14","963.3099999999999","18.54","0.64","1.7","3.14","1.62"
"42736.05555555555","2017/1/01","01:20","222.2","92.7","1.31","963.2","60.14","0.54","2.01","2.16","0.64"
"42736.0625","2017/1/01","01:30","284.8","91.5","1.2","963.16","16.29","0.36","2.05","1.47","0.6899999999999999"
"42736.06944444445","2017/1/01","01:40","272.2","91.59999999999999","1.29","963.0700000000001","19.22","0.43","2.05","2.06","1.09"
"42736.07638888889","2017/1/01","01:50","234.8","91.90000000000001","1.05","963.05","16.04","0.87","1.83","4.02","2.05"
"42736.08333333334","2017/1/01","02:00","207.1","94","1.36","963","42.58","0.72","1.54","3.63","1.86"
"42736.09027777778","2017/1/01","02:10","229.2","93.2","1.15","963.01","54.5","0.47","1.95","2.06","0.58"
"42736.09722222222","2017/1/01","02:20","246.3","91.5","1.21","962.97","43.65","0.5600000000000001","1.98","2.35","1.01"
"42736.10416666666","2017/1/01","02:30","192.6","91.09999999999999","1.2","962.9","52.9","0.54","2.12","2.25","0.5600000000000001"
"42736.11111111111","2017/1/01","02:40","218.3","90.59999999999999","1.54","962.8099999999999","76.88","0.53","1.85","1.96","0.5"
"42736.11805555555","2017/1/01","02:50","208.5","90.5","1.07","962.78","25.12","0.51","1.78","3.14","1.85"
"42736.125","2017/1/01","03:00","189","91.3","1.22","962.6799999999999","34.02","0.57","1.66","2.74","1.36"
"42736.13194444445","2017/1/01","03:10","241.4","90.5","1.09","962.48","23.83","0.57","1.76","2.16","0.93"
"42736.13888888889","2017/1/01","03:20","234","90.09999999999999","1.11","962.3099999999999","24.2","0.77","1.65","3.23","1.42"
"42736.14583333334","2017/1/01","03:30","193.5","89.8","1.13","962.23","27.02","0.53","1.71","2.06","0.95"
"42736.15277777778","2017/1/01","03:40","177.7","90.40000000000001","0.97","962.0599999999999","67.95","0.64","1.53","2.74","0.91"
"42736.15972222222","2017/1/01","03:50","236.2","91.40000000000001","1.52","961.96","25.71","0.7","1.38","2.74","1.49"
"42736.16666666666","2017/1/01","04:00","170","91.2","0.92","961.85","21.53","0.84","1.2","3.63","1.76"
"42736.17361111111","2017/1/01","04:10","193.2","90.40000000000001","1.52","961.73","41.45","0.37","1.44","1.37","0.55"
"42736.18055555555","2017/1/01","04:20","203.1","91.40000000000001","0.96","961.63","27.54","0.75","1.11","3.63","2.15"
"42736.1875","2017/1/01","04:30","183.8","90.90000000000001","1.11","961.55","38.38","0.89","1.18","4.51","1.78"
"42736.19444444445","2017/1/01","04:40","217","91.7","0.58","961.47","20.92","0.65","0.75","4.51","2.8"
"42736.20138888889","2017/1/01","04:50","210.7","93.40000000000001","1.2","961.38","27.46","0.59","0.58","3.63","2.14"
"42736.20833333334","2017/1/01","05:00","211.1","92.3","1","961.34","31.87","0.87","0.78","3.92","1.93"
"42736.21527777778","2017/1/01","05:10","202","91.2","1.11","961.3","34.88","0.61","0.88","2.55","1.11"
"42736.22222222222","2017/1/01","05:20","209.3","90.8","1.26","961.27","36.51","0.97","0.8","3.63","1.72"
"42736.22916666666","2017/1/01","05:30","207","91","1.26","961.24","40.58","0.62","0.78","2.74","1.4"
"42736.23611111111","2017/1/01","05:40","224.1","90.8","1.34","961.05","24.1","0.8","0.57","3.63","2.04"
"42736.24305555555","2017/1/01","05:50","171.9","91.3","1.36","960.91","19.39","0.9399999999999999","0.51","4.02","2.03"
"42736.25","2017/1/01","06:00","207.7","91.40000000000001","1.1","960.85","38.03","0.77","0.61","2.74","1.31"
"42736.25694444445","2017/1/01","06:10","211.7","91.09999999999999","0.82","960.72","21.68","0.87","0.57","3.72","2.07"
"42736.26388888889","2017/1/01","06:20","197.7","90.7","1.18","960.7","30.08","0.62","0.46","3.33","1.77"
"42736.27083333334","2017/1/01","06:30","176.3","89.8","1.03","960.6799999999999","31.63","0.63","0.57","3.23","1.18"
"42736.27777777778","2017/1/01","06:40","182.7","89.2","1.35","960.62","48.59","0.5","0.64","2.06","0.9399999999999999"
"42736.28472222222","2017/1/01","06:50","227.1","89.3","1.29","960.72","20.5","0.4","0.57","2.45","1.44"
"42736.29166666666","2017/1/01","07:00","213.5","90.90000000000001","1.04","960.67","37.38","0.61","0.42","2.25","0.96"
"42736.29861111111","2017/1/01","07:10","225","90.09999999999999","1.3","960.62","17.52","0.28","0.73","1.27","0.66"
"42736.30555555555","2017/1/01","07:20","299.8","89.40000000000001","0.82","960.63","76.65000000000001","0.34","0.76","1.57","0.45"
"42736.3125","2017/1/01","07:30","156.8","89.2","0.88","960.51","21.67","0.4","0.62","1.86","0.97"
"42736.31944444445","2017/1/01","07:40","154","88.8","1.66","960.47","15.48","0.29","0.41","1.76","1.01"
"42736.32638888889","2017/1/01","07:50","189.1","88.5","4.56","960.37","31.89","0.41","0.64","1.67","0.75"
"42736.33333333334","2017/1/01","08:00","199.9","87.7","7.6","960.36","61.19","0.45","0.63","1.86","0.78"
"42736.34027777778","2017/1/01","08:10","194.2","87.3","10.46","960.33","24.11","0.4","0.61","1.67","0.65"
"42736.34722222222","2017/1/01","08:20","233.7","87","20.64","960.21","37.98","0.26","0.75","1.18","0.25"
"42736.35416666666","2017/1/01","08:30","197.5","85.59999999999999","33.21","960.09","35.24","0.48","0.93","2.25","0.65"
"42736.36111111111","2017/1/01","08:40","153.7","87.09999999999999","43.3","960.0700000000001","15.79","0.21","0.53","1.08","0.46"
"42736.36805555555","2017/1/01","08:50","169.3","87.5","60.5","960.04","43.09","0.27","0.63","1.08","0.45"
"42736.375","2017/1/01","09:00","216.6","86.5","72.97","959.9400000000001","50.03","0.42","0.8","1.76","0.5600000000000001"
"42736.38194444445","2017/1/01","09:10","152.4","87.09999999999999","90.8","959.95","28.73","0.34","0.58","1.67","0.52"
"42736.38888888889","2017/1/01","09:20","304.5","87.2","88.2","959.9400000000001","31.7","0.61","0.82","2.74","1.1"
"42736.39583333334","2017/1/01","09:30","286.2","88.59999999999999","87.7","959.9299999999999","45.54","0.6","0.66","2.45","1.22"
"42736.40277777778","2017/1/01","09:40","305.4","88.3","97.7","959.97","28.64","0.5600000000000001","0.67","2.45","1.26"
"42736.40972222222","2017/1/01","09:50","276.1","87.5","111.5","959.99","32.58","0.44","0.83","1.76","0.77"
"42736.41666666666","2017/1/01","10:00","275.3","85.5","244.2","959.91","29.78","0.42","1.12","1.76","0.97"
"42736.42361111111","2017/1/01","10:10","279","82.59999999999999","308.1","959.8200000000001","26.83","0.63","1.74","2.55","0.87"
"42736.43055555555","2017/1/01","10:20","301.6","82.09999999999999","206.1","959.66","44.03","0.48","1.78","2.06","0.6899999999999999"
"42736.4375","2017/1/01","10:30","307.9","82.09999999999999","361.7","959.5700000000001","36.43","0.53","1.79","2.45","1.15"
"42736.44444444445","2017/1/01","10:40","289.9","79.76000000000001","374.6","959.4400000000001","49.34","0.93","2.29","3.82","1.14"
"42736.45138888889","2017/1/01","10:50","293.8","84","414.8","959.37","34.25","0.79","1.38","3.23","1.66"
"42736.45833333334","2017/1/01","11:00","282.6","82.3","398.9","959.16","46.7","0.9","1.74","3.43","1.26"
"42736.46527777778","2017/1/01","11:10","277.5","83","446.1","959.04","18.36","0.53","1.67","2.94","1.69"
"42736.47222222222","2017/1/01","11:20","260.4","81.8","411.4","958.83","36.6","0.67","1.9","2.94","1.46"
"42736.47916666666","2017/1/01","11:30","278.7","82","451","958.6799999999999","29.14","0.66","1.81","3.43","1.8"
"42736.48611111111","2017/1/01","11:40","290.5","83.2","467.6","958.47","34.19","0.87","1.7","3.82","1.69"
"42736.49305555555","2017/1/01","11:50","256.2","78.97","466.1","958.3","58.88","0.72","2.45","3.33","1.25"
"42736.5","2017/1/01","12:00","249.4","82.3","439.2","958.23","26.3","0.79","1.79","3.72","1.84"
"42736.50694444445","2017/1/01","12:10","275.4","81.3","430.7","958.08","33.38","0.66","2.06","3.63","1.62"
"42736.51388888889","2017/1/01","12:20","262","81.8","433.2","957.9299999999999","20.52","0.74","1.92","5","2.51"
"42736.52083333334","2017/1/01","12:30","256","81.09999999999999","430.1","957.73","26.63","0.67","2.17","3.63","2.21"
"42736.52777777778","2017/1/01","12:40","272","78.59999999999999","426.4","957.52","47.93","0.73","2.78","2.94","1.11"
"42736.53472222222","2017/1/01","12:50","252.8","77.06999999999999","423.3","957.38","29.2","0.52","3.11","2.84","1.34"
"42736.54166666666","2017/1/01","13:00","271.5","76.95","416.1","957.2","27.03","0.71","3.24","2.45","1.13"
"42736.54861111111","2017/1/01","13:10","261","75.38","408.5","956.99","34.35","0.52","3.55","3.63","1.2"
"42736.55555555555","2017/1/01","13:20","266.3","73.14","397.8","956.86","37.47","0.68","3.89","2.84","1.23"
"42736.5625","2017/1/01","13:30","259.7","74.84999999999999","387","956.76","28.11","0.67","3.59","3.53","1.32"
"42736.56944444445","2017/1/01","13:40","245.4","75.48","376","956.6","20.12","0.55","3.35","2.94","1.79"
"42736.57638888889","2017/1/01","13:50","255.4","74.7","361.5","956.5","22.56","0.6","3.68","2.84","1.53"
"42736.58333333334","2017/1/01","14:00","266.7","72.06999999999999","344.7","956.46","43.99","0.5","4.35","2.16","0.68"
"42736.59027777778","2017/1/01","14:10","270.3","69.48999999999999","328.5","956.42","47.28","0.53","4.9","2.45","0.85"
"42736.59722222222","2017/1/01","14:20","244.1","70.31","311","956.4400000000001","61.94","0.9","4.92","3.33","1.19"
"42736.60416666666","2017/1/01","14:30","248.2","73.34999999999999","292.5","956.4","31.18","0.61","4.3","3.82","1.7"
"42736.61111111111","2017/1/01","14:40","247.6","74.38","272.3","956.35","27.44","0.61","4.11","3.43","1.57"
"42736.61805555555","2017/1/01","14:50","271","74.78","249.7","956.26","24.47","0.51","4.22","3.14","1.79"
"42736.625","2017/1/01","15:00","255.9","72.98","226.3","956.22","26.95","0.59","4.6","2.65","1.33"
"42736.63194444445","2017/1/01","15:10","254.1","73.05","204.7","956.25","31.29","0.7","4.62","3.33","1.47"
"42736.63888888889","2017/1/01","15:20","247.3","74.2","186.1","956.16","25.22","0.72","4.44","4.61","1.92"
"42736.64583333334","2017/1/01","15:30","247","74.5","164","956.1900000000001","32.01","0.76","4.37","3.82","1.72"
"42736.65277777778","2017/1/01","15:40","254.8","74.84999999999999","141.3","956.14","21.07","0.7","4.35","3.53","1.91"
"42736.65972222222","2017/1/01","15:50","252.8","75.98","117.3","956.08","18.65","0.71","4.18","4.12","2.36"
"42736.66666666666","2017/1/01","16:00","256.5","77.17","92.90000000000001","955.96","16.14","0.6","4.04","3.63","2.09"
"42736.67361111111","2017/1/01","16:10","259.6","79.2","70.23999999999999","955.95","15.72","0.5600000000000001","3.67","3.43","2.39"
"42736.68055555555","2017/1/01","16:20","259.4","80.3","48.18","955.91","22.99","1.03","3.45","4.41","2.22"
"42736.6875","2017/1/01","16:30","256.1","81.5","28.12","955.92","23.63","1.12","3.05","5","2.79"
"42736.69444444445","2017/1/01","16:40","257.4","84.2","10.67","955.91","13.8","0.87","2.49","5.29","3.73"
"42736.70138888889","2017/1/01","16:50","264.6","86.3","2.94","955.88","17.52","1.1","2.12","5.39","3.2"
"42736.70833333334","2017/1/01","17:00","258.9","86.90000000000001","0.79","955.97","18.11","0.88","1.92","5.68","3.32"
"42736.71527777778","2017/1/01","17:10","259.5","87.59999999999999","0.7","956.02","19.52","0.89","1.8","5.19","3.38"
"42736.72222222222","2017/1/01","17:20","263","88.5","0.31","956.02","15","0.7","1.65","4.7","2.98"
"42736.72916666666","2017/1/01","17:30","262.6","89.40000000000001","0.08","956.05","16.94","0.79","1.46","4.51","2.7"
"42736.73611111111","2017/1/01","17:40","263.5","90.09999999999999","0.22","956.1","18.89","0.77","1.38","4.12","2.49"
"42736.74305555555","2017/1/01","17:50","259.7","90.40000000000001","0.3","956.13","13.3","0.6899999999999999","1.32","4.21","2.54"
"42736.75","2017/1/01","18:00","249.5","90.8","0.18","956.2","22.65","0.75","1.24","3.72","1.84"
"42736.75694444445","2017/1/01","18:10","259.9","91.8","0.27","956.15","19.16","0.83","1.03","4.61","2.09"
"42736.76388888889","2017/1/01","18:20","259.7","92.90000000000001","0.3","956.1","19.05","0.74","0.86","4.02","2.22"
"42736.77083333334","2017/1/01","18:30","261.5","93.09999999999999","0.22","956.09","20.07","0.65","0.88","4.02","2.12"
"42736.77777777778","2017/1/01","18:40","253.2","93.09999999999999","0.21","956.08","19.41","0.96","0.9","4.51","2.34"
"42736.78472222222","2017/1/01","18:50","249.4","94.09999999999999","0.25","956.1799999999999","28.54","1.05","0.68","4.8","2.25"
"42736.79166666666","2017/1/01","19:00","257.2","94.7","0.22","956.17","28.99","1.1","0.65","4.7","2.14"
"42736.79861111111","2017/1/01","19:10","246.5","95.40000000000001","0.32","956.1900000000001","19.87","0.75","0.57","4.21","1.99"
"42736.80555555555","2017/1/01","19:20","240.8","96","0.29","956.05","22","0.95","0.54","4.31","1.88"
"42736.8125","2017/1/01","19:30","241.8","95.8","0.18","956.05","25.95","0.55","0.66","3.14","1.34"
"42736.81944444445","2017/1/01","19:40","247","95.5","0.21","956.03","16.92","0.85","0.64","4.21","2.03"
"42736.82638888889","2017/1/01","19:50","251.1","96.09999999999999","0.51","956.03","18.48","0.87","0.54","4.8","2.4"
"42736.83333333334","2017/1/01","20:00","247.4","97.09999999999999","0.4","956.11","19.57","0.86","0.39","5.1","2.84"
"42736.84027777778","2017/1/01","20:10","240.9","98.8","0.57","955.98","11.19","0.59","0.25","4.02","2.05"
"42736.84722222222","2017/1/01","20:20","252.1","99","0.32","955.9400000000001","19.61","0.82","0.3","3.33","1.52"
"42736.85416666666","2017/1/01","20:30","270.7","98.7","0.34","956.03","20.51","0.75","0.37","4.12","1.7"
"42736.86111111111","2017/1/01","20:40","254","99.09999999999999","0.39","956.02","16.65","0.82","0.12","4.31","2.49"
"42736.86805555555","2017/1/01","20:50","255.6","99.09999999999999","0.43","955.97","21.81","0.89","0","4.61","2.72"
"42736.875","2017/1/01","21:00","245.2","99.09999999999999","0.31","955.9","17.66","0.68","0.05","3.92","1.6"
"42736.88194444445","2017/1/01","21:10","242.1","99.09999999999999","0.27","955.86","7.35","0.39","-0.09","3.43","2.48"
"42736.88888888889","2017/1/01","21:20","226.9","97.59999999999999","0.38","955.86","21.12","0.68","0.03","4.21","2.21"
"42736.89583333334","2017/1/01","21:30","264.5","97.59999999999999","0.4","955.85","17.02","0.77","-0.03","3.23","1.83"
"42736.90277777778","2017/1/01","21:40","261.4","99","0.82","955.73","23.33","0.68","0.1","3.04","1.54"
"42736.90972222222","2017/1/01","21:50","240.6","99","0.96","955.59","10.29","0.39","-0.02","3.14","2.03"
"42736.91666666666","2017/1/01","22:00","264","99","0.89","955.62","24.49","0.82","0.11","3.92","1.41"
"42736.92361111111","2017/1/01","22:10","271.8","98.40000000000001","0.74","955.63","26.2","0.97","0.1","4.31","1.94"
"42736.93055555555","2017/1/01","22:20","251.8","98.40000000000001","0.49","955.64","18.16","0.96","-0.06","4.8","2.17"
"42736.9375","2017/1/01","22:30","231.9","97.5","0.24","955.53","23.19","0.59","-0.02","2.45","1.03"
"42736.94444444445","2017/1/01","22:40","250.6","95.90000000000001","0.17","955.52","30.3","0.5","0.08","1.86","0.77"
"42736.95138888889","2017/1/01","22:50","230.6","94.3","0.2","955.55","49.92","0.76","0","3.04","1.13"
"42736.95833333334","2017/1/01","23:00","243","94.5","0.53","955.72","14.3","0.59","-0.41","4.51","2.64"
"42736.96527777778","2017/1/01","23:10","238.8","97.3","0.51","955.7","10.66","0.41","-0.58","2.94","1.96"
"42736.97222222222","2017/1/01","23:20","232.4","97.59999999999999","0.3","955.73","19.32","0.76","-0.52","3.33","1.81"
"42736.97916666666","2017/1/01","23:30","211.9","96.3","0.31","955.7","23.63","0.6899999999999999","-0.25","2.45","1.17"
"42736.98611111111","2017/1/01","23:40","182.7","93.09999999999999","0.3","955.67","25.63","0.45","-0.15","2.45","0.98"
"42736.99305555555","2017/1/01","23:50","187.5","91.90000000000001","0.26","955.67","23.28","0.51","-0.36","2.25","1.02"
"42737","2017/1/02","00:00","178.7","90.3","0.25","955.5700000000001","25.84","0.8","-0.26","4.21","1.35"
"42737.00694444445","2017/1/02","00:10","251.6","88.90000000000001","0.27","955.51","31.91","0.45","-0.04","2.45","1"
"42737.01388888889","2017/1/02","00:20","256.4","87.40000000000001","0.31","955.51","45.78","0.37","0.17","1.37","0.4"
"42737.02083333334","2017/1/02","00:30","256.3","86.59999999999999","0.27","955.39","19.69","0.3","0.27","1.08","0.25"
"42737.02777777778","2017/1/02","00:40","286.3","87.7","0.47","955.46","33.18","0.3","0.05","1.27","0.36"
"42737.03472222222","2017/1/02","00:50","178.2","87.59999999999999","0.3","955.48","63.8","0.32","0.17","1.37","0.29"
"42737.04166666666","2017/1/02","01:00","176.1","88.8","0.49","955.42","38.48","0.53","0.01","2.45","0.9"
"42737.04861111111","2017/1/02","01:10","232.4","88.59999999999999","0.47","955.49","46.84","0.4","0.09","1.37","0.5"
"42737.05555555555","2017/1/02","01:20","292.4","88.2","0.3","955.49","56.11","0.36","0.21","1.57","0.72"
"42737.0625","2017/1/02","01:30","309.6","89.40000000000001","0.46","955.5","36.62","0.45","0.1","1.67","0.5600000000000001"
"42737.06944444445","2017/1/02","01:40","273.4","88.5","0.5600000000000001","955.42","25.84","0.59","0.12","3.14","1.58"
"42737.07638888889","2017/1/02","01:50","244.2","89.09999999999999","0.35","955.51","27.38","0.9399999999999999","0.04","3.82","2.08"
"42737.08333333334","2017/1/02","02:00","216.6","89.90000000000001","0.47","955.53","25.65","0.9","0.08","4.51","2.39"
"42737.09027777778","2017/1/02","02:10","210.5","89.8","0.45","955.5","21.84","0.95","0.19","5.39","3.07"
"42737.09722222222","2017/1/02","02:20","215","90.7","0.49","955.5700000000001","17.9","1","0.14","5.49","3.61"
"42737.10416666666","2017/1/02","02:30","214.2","90.40000000000001","0.47","955.6","12.86","0.82","0.14","6.17","3.88"
"42737.11111111111","2017/1/02","02:40","218.3","90.09999999999999","0.58","955.52","14.89","0.88","0.16","5.19","3.24"
"42737.11805555555","2017/1/02","02:50","225.4","90","0.78","955.6","17.91","0.74","0.29","3.72","1.94"
"42737.125","2017/1/02","03:00","217.9","89.59999999999999","0.84","955.5","80.2","0.98","0.4","3.33","0.8100000000000001"
"42737.13194444445","2017/1/02","03:10","105.1","90","0.87","955.53","69.04000000000001","0.36","0.29","1.57","0.3"
"42737.13888888889","2017/1/02","03:20","250","88.90000000000001","0.5600000000000001","955.53","37.54","0.62","0.61","2.45","0.88"
"42737.14583333334","2017/1/02","03:30","251.2","87.8","0.26","955.48","40.24","0.54","0.75","2.06","0.66"
"42737.15277777778","2017/1/02","03:40","335.3","87.90000000000001","0.79","955.5","32.5","0.45","0.5600000000000001","1.86","0.57"
"42737.15972222222","2017/1/02","03:50","294.4","89.09999999999999","0.51","955.54","61.8","0.38","0.55","1.86","0.36"
"42737.16666666666","2017/1/02","04:00","338.1","87.40000000000001","0.95","955.51","32.7","0.27","0.6899999999999999","0.98","0.54"
"42737.17361111111","2017/1/02","04:10","79.77","89","0.95","955.5","35.47","0.41","0.27","1.47","0.66"
"42737.18055555555","2017/1/02","04:20","5.2","91.2","0.6899999999999999","955.47","21.88","0.31","-0.01","1.37","0.72"
"42737.1875","2017/1/02","04:30","293.4","90.59999999999999","0.9","955.49","42.51","0.33","0.26","1.37","0.84"
"42737.19444444445","2017/1/02","04:40","257.4","87.90000000000001","0.68","955.45","47.76","0.39","0.8","1.67","0.55"
"42737.20138888889","2017/1/02","04:50","220.1","87.3","0.61","955.42","12.67","1.17","0.65","4.7","2.43"
"42737.20833333334","2017/1/02","05:00","214.2","88","0.75","955.42","25.95","1.07","0.6","4.7","2.24"
"42737.21527777778","2017/1/02","05:10","186.9","86","0.65","955.4299999999999","36.03","0.6","0.98","2.84","1.16"
"42737.22222222222","2017/1/02","05:20","175","84.40000000000001","0.5600000000000001","955.51","30.33","0.5","1.03","2.16","0.66"
"42737.22916666666","2017/1/02","05:30","115.5","86.90000000000001","0.76","955.53","22.87","0.32","0.41","1.76","0.89"
"42737.23611111111","2017/1/02","05:40","130.1","89.59999999999999","1.1","955.64","54.97","0.62","0.09","2.84","1.02"
"42737.24305555555","2017/1/02","05:50","226.7","87.09999999999999","0.98","955.6900000000001","47.78","0.51","0.82","2.35","0.71"
"42737.25","2017/1/02","06:00","216","85.7","0.86","955.71","30.47","1.05","0.97","4.7","1.96"
"42737.25694444445","2017/1/02","06:10","227","87.90000000000001","1.25","955.79","27.45","1.2","0.66","5.88","3.1"
"42737.26388888889","2017/1/02","06:20","221.7","88.09999999999999","0.55","955.83","20.4","1.2","0.76","5.59","2.65"
"42737.27083333334","2017/1/02","06:30","222","89.09999999999999","0.86","955.85","13.51","1.32","0.5600000000000001","8.619999999999999","4.98"
"42737.27777777778","2017/1/02","06:40","216.3","89.8","0.97","955.88","12.39","1.05","0.45","7.94","5.06"
"42737.28472222222","2017/1/02","06:50","216.5","88.90000000000001","1.62","956.01","22.6","1.12","0.71","5.39","2.87"
"42737.29166666666","2017/1/02","07:00","221","89.3","1.04","956.05","10.13","0.83","0.5600000000000001","7.06","4.41"
"42737.29861111111","2017/1/02","07:10","212","89.09999999999999","1.13","956.14","26.46","0.96","0.73","5.19","3.07"
"42737.30555555555","2017/1/02","07:20","190","88.8","1.57","956.3","27.74","1.28","0.86","6.47","3.11"
"42737.3125","2017/1/02","07:30","189.6","88","1.46","956.45","24.89","1.1","1.01","5.88","2.64"
"42737.31944444445","2017/1/02","07:40","186.7","87.8","2.2","956.45","27.99","1.28","1.07","4.8","2.35"
"42737.32638888889","2017/1/02","07:50","222.3","89.09999999999999","2.39","956.34","11.34","0.91","0.6","6.08","4.09"
"42737.33333333334","2017/1/02","08:00","217.4","89","5.12","956.29","10.09","0.79","0.64","6.08","4.08"
"42737.34027777778","2017/1/02","08:10","221.3","88","9.220000000000001","956.39","11.46","0.75","0.75","5.98","4.36"
"42737.34722222222","2017/1/02","08:20","214.2","87.09999999999999","11.99","956.62","17.29","0.88","0.98","5.29","2.99"
"42737.35416666666","2017/1/02","08:30","204.8","85.8","14.19","956.78","32.92","1.01","1.37","4.31","1.87"
"42737.36111111111","2017/1/02","08:40","187.7","84.8","19.24","956.88","20.06","0.76","1.44","4.31","2.41"
"42737.36805555555","2017/1/02","08:50","181.1","84.2","24.79","957","22.73","0.91","1.54","4.51","2.27"
"42737.375","2017/1/02","09:00","179.8","84.3","31.05","957.09","21.36","0.92","1.58","4.61","2.1"
"42737.38194444445","2017/1/02","09:10","171.1","84.8","40.55","957.14","25.83","1.12","1.64","4.8","1.93"
"42737.38888888889","2017/1/02","09:20","180.4","84.3","43.27","957.38","25.72","1.1","1.77","4.7","2.37"
"42737.39583333334","2017/1/02","09:30","173","84.5","44.5","957.48","16.18","0.6899999999999999","1.78","4.41","2.4"
"42737.40277777778","2017/1/02","09:40","178.4","83.5","47.01","957.5","34.65","0.85","2.02","3.33","1.32"
"42737.40972222222","2017/1/02","09:50","174.4","82.59999999999999","64.09","957.49","27.25","0.66","2.15","2.74","1.26"
"42737.41666666666","2017/1/02","10:00","182.9","82.5","75.18000000000001","957.5599999999999","38.87","0.7","2.26","2.55","1.19"
"42737.42361111111","2017/1/02","10:10","168.3","80.2","85","957.62","55.29","0.44","2.63","1.76","0.47"
"42737.43055555555","2017/1/02","10:20","217.6","82.59999999999999","114.3","957.75","16.3","0.84","2.31","4.02","2.6"
"42737.4375","2017/1/02","10:30","219.6","83.59999999999999","156.3","957.85","11.41","0.54","2.17","3.82","2.48"
"42737.44444444445","2017/1/02","10:40","245.1","80.3","290.5","957.78","23.88","0.57","2.99","3.04","1.13"
"42737.45138888889","2017/1/02","10:50","271.4","80.40000000000001","276.6","957.83","27.13","0.5600000000000001","3.18","2.65","1.32"
"42737.45833333334","2017/1/02","11:00","301.9","82.2","132.8","957.83","27.08","0.49","3.11","1.96","0.9"
"42737.46527777778","2017/1/02","11:10","205.2","81.40000000000001","107.5","957.73","42.63","0.79","3.12","4.12","1.5"
"42737.47222222222","2017/1/02","11:20","174.3","79.45","135","957.5599999999999","26.54","0.83","3.5","3.82","1.69"
"42737.47916666666","2017/1/02","11:30","208.9","78.59999999999999","173.4","957.48","53.95","0.55","3.77","2.25","0.93"
"42737.48611111111","2017/1/02","11:40","295","80.90000000000001","137.6","957.55","30.79","0.55","3.59","2.74","1.31"
"42737.49305555555","2017/1/02","11:50","287.3","81","122.2","957.51","35.59","0.77","3.57","3.23","1.42"
"42737.5","2017/1/02","12:00","265.3","81.59999999999999","131.5","957.4299999999999","28.17","0.86","3.46","3.33","1.4"
"42737.50694444445","2017/1/02","12:10","279.1","81.59999999999999","130.5","957.29","23.93","0.5600000000000001","3.58","2.94","1.49"
"42737.51388888889","2017/1/02","12:20","280.6","81.59999999999999","149","957.14","32.67","0.53","3.66","2.25","1.06"
"42737.52083333334","2017/1/02","12:30","281.5","81.3","104.9","956.97","26.67","0.62","3.78","2.74","1.12"
"42737.52777777778","2017/1/02","12:40","252.2","81.40000000000001","98.5","956.85","13.54","0.52","3.78","2.45","1.26"
"42737.53472222222","2017/1/02","12:50","250.9","81","148","956.6799999999999","15.15","0.5","3.89","2.65","1.22"
"42737.54166666666","2017/1/02","13:00","265.4","81.8","189.1","956.51","28.01","0.5","3.76","2.45","1.18"
"42737.54861111111","2017/1/02","13:10","264.4","79.98999999999999","159.2","956.4","27.7","0.34","4.13","1.96","0.91"
"42737.55555555555","2017/1/02","13:20","286.8","80.8","165.5","956.34","20.05","0.73","3.85","4.02","1.98"
"42737.5625","2017/1/02","13:30","283.9","81.7","332.3","956.23","15.88","0.5600000000000001","3.68","3.82","2.46"
"42737.56944444445","2017/1/02","13:40","274.6","77.41","389.8","956.22","39.02","0.73","4.62","3.43","1.23"
"42737.57638888889","2017/1/02","13:50","269.8","76.79000000000001","320.7","956.1799999999999","31.63","0.52","4.82","2.45","1.19"
"42737.58333333334","2017/1/02","14:00","274.5","76.70999999999999","189.1","956.2","21.13","0.79","4.89","3.53","1.81"
"42737.59027777778","2017/1/02","14:10","254.6","78.43000000000001","267.1","956.21","33.74","0.67","4.58","3.14","1.56"
"42737.59722222222","2017/1/02","14:20","253.9","77.14","323.2","956.17","27.59","0.6","4.85","3.23","1.83"
"42737.60416666666","2017/1/02","14:30","259","77.3","155.3","956.13","23.09","0.67","4.83","2.84","1.62"
"42737.61111111111","2017/1/02","14:40","247.5","77.98","98.40000000000001","956.0599999999999","20.39","0.52","4.71","3.14","1.49"
"42737.61805555555","2017/1/02","14:50","252.2","77.66","94.59999999999999","956.0599999999999","24.11","0.52","4.8","2.45","1.28"
