Fecha,Hora,DirMed_a_1100cm,Humedad_a_620cm,Irradia_a_200cm,Presion_a_150cm,SigDir_a_1100cm,SigVel_a_1100cm,TemAire_a_620cm,VelMax_a_1100,VelMedia_a_1100cm
2017/1/23,20:20,18.23,82.3,0.2,960.76,16.76,0.21,4.58,1.27,0.71
2017/1/23,20:30,30.02,82.1,0.28,960.76,19.47,0.35,4.54,1.86,1.19
2017/1/23,20:40,35.44,83.4,0.13,960.75,26.01,0.31,4.24,1.37,0.47
2017/1/23,20:50,325.6,84.1,0.22,960.63,34.42,0.29,4.06,1.47,0.33
2017/1/23,21:00,287.7,83.5,0.12,960.58,10.48,0.12,3.78,0.49,0.09
2017/1/23,21:10,179,84.4,0.16,960.53,50.74,0.18,3.62,0.69,0.14
2017/1/23,21:20,254.3,83.5,0.18,960.58,11.84,0.18,3.88,0.69,0.17
2017/1/23,21:30,299.3,83.7,0.17,960.52,10.38,0.36,3.54,1.37,0.33
2017/1/23,21:40,295.2,85,0.22,960.5,9.04,0.14,2.98,0.69,0.33
2017/1/23,21:50,322.8,86.5,0.19,960.45,22.6,0.19,2.56,0.88,0.25
2017/1/23,22:00,337.3,86.8,0.2,960.52,17.35,0.19,2.38,1.18,0.59
2017/1/23,22:10,331.7,87.8,0.25,960.42,35.75,0.22,2.09,0.98,0.19
2017/1/23,22:20,309.2,86.9,0.22,960.39,25.85,0.21,2.21,0.98,0.38
2017/1/23,22:30,254.3,85.7,0.24,960.33,6.11,0.23,2.43,0.78,0.36
2017/1/23,22:40,246.9,85.4,0.32,960.26,9.19,0.19,2.37,0.98,0.56
2017/1/23,22:50,255.2,85.6,0.39,960.12,13.53,0.22,2.42,1.08,0.55
2017/1/23,23:00,248.6,85.2,0.28,960.12,10.56,0.23,2.4,1.18,0.7
2017/1/23,23:10,276.1,86,0.27,960.09,19.22,0.32,2.24,1.08,0.42
2017/1/23,23:20,280.8,84.7,0.27,960.05,15.26,0.29,2.31,1.37,0.71
2017/1/23,23:30,289.1,84.6,0.27,959.85,32.63,0.47,2.1,1.76,0.91
2017/1/23,23:40,320,87,0.33,959.82,18.39,0.19,1.41,1.37,0.67
2017/1/23,23:50,316,88,0.31,959.72,15.27,0.22,1.41,1.08,0.39
2017/1/24,00:00,308,87.6,0.25,959.61,24.2,0.25,1.24,1.27,0.6
2017/1/24,00:10,276.2,86.3,0.22,959.51,16.84,0.25,1.26,1.27,0.38
2017/1/24,00:20,265.8,85.7,0.17,959.4,19.87,0.18,1.36,0.78,0.35
2017/1/24,00:30,261.9,85.9,0.25,959.33,20.07,0.22,1.18,0.78,0.22
2017/1/24,00:40,276,85.2,0.23,959.23,13.94,0.19,1.41,0.88,0.23
2017/1/24,00:50,317.2,86.6,0.25,959.18,23.9,0.3,0.92,1.47,0.51
2017/1/24,01:00,301.7,87.3,0.25,959.06,22.22,0.28,0.76,1.37,0.72
2017/1/24,01:10,200.2,88.2,0.26,959,40.23,0.12,0.58,0.59,0.07
2017/1/24,01:20,110.7,89.6,0.28,958.96,29.86,0.17,0.31,0.78,0.14
2017/1/24,01:30,77.08,89.5,0.24,959.04,23.47,0.21,0.61,0.98,0.37
2017/1/24,01:40,75.95,89.5,0.33,958.95,26.73,0.22,0.48,1.08,0.4
2017/1/24,01:50,76.68,89.4,0.26,958.91,9.87,0.16,0.69,1.08,0.6
2017/1/24,02:00,93.4,88.9,0.29,958.95,18.8,0.27,0.54,1.18,0.67
2017/1/24,02:10,135.1,90.1,0.32,958.86,17.53,0.22,0.3,1.08,0.62
2017/1/24,02:20,128.4,90.4,0.17,958.82,8.48,0.22,0.36,0.88,0.43
2017/1/24,02:30,107.3,90.8,0.18,958.83,34.47,0.18,0.35,0.88,0.21
2017/1/24,02:40,274.2,89.9,0.17,958.74,16.38,0.17,0.65,0.69,0.19
2017/1/24,02:50,258.2,88.5,0.35,958.69,18.16,0.23,0.6,0.88,0.33
2017/1/24,03:00,221.4,87.6,0.25,958.65,33.75,0.23,0.68,1.08,0.28
2017/1/24,03:10,86.6,88.2,0.29,958.57,29.26,0.2,0.26,0.88,0.34
2017/1/24,03:20,66.53,87.7,0.55,958.49,22.35,0.22,0.12,1.37,0.78
2017/1/24,03:30,114.1,88.3,0.68,958.41,41.75,0.3,-0.12,1.37,0.4
2017/1/24,03:40,285.3,89.5,0.37,958.33,33.18,0.25,-0.26,0.98,0.24
2017/1/24,03:50,26.26,88.4,0.27,958.29,71.03,0.21,-0.15,0.88,0.26
2017/1/24,04:00,14.32,89.1,0.37,958.25,29.17,0.24,-0.56,1.18,0.44
2017/1/24,04:10,25.18,89.3,0.34,958.2,26.43,0.23,-0.82,1.08,0.6
2017/1/24,04:20,79.18,89.7,0.41,958.29,9.84,0.25,-1.25,1.47,0.95
2017/1/24,04:30,82.2,91.4,0.42,958.29,13.47,0.35,-1.6,1.57,0.8
2017/1/24,04:40,93.5,93.3,0.34,958.29,15.92,0.48,-1.79,2.06,1.13
2017/1/24,04:50,85.5,93.9,0.39,958.31,12.81,0.49,-1.59,2.25,1.17
2017/1/24,05:00,78.59,93.6,0.26,958.26,26.48,0.45,-1.51,1.67,0.48
2017/1/24,05:10,79.62,93.8,0.28,958.28,13.03,0.28,-1.66,1.57,0.68
2017/1/24,05:20,73.67,93.8,0.34,958.29,10.42,0.25,-1.83,1.57,1.05
2017/1/24,05:30,88.1,94.7,0.27,958.25,10.67,0.34,-2.12,1.76,1.02
2017/1/24,05:40,86.3,95.2,0.38,958.18,11.74,0.37,-2.26,1.76,1.02
2017/1/24,05:50,93,96.4,0.51,958.17,10.92,0.39,-2.41,2.25,1.2
2017/1/24,06:00,104.2,97.2,0.53,958.16,11.75,0.29,-2.47,1.96,1.12
2017/1/24,06:10,111.1,98.3,0.81,958.21,14.25,0.22,-2.71,1.47,0.93
2017/1/24,06:20,136.6,99.1,1.09,958.22,16.51,0.26,-2.36,1.37,0.7
2017/1/24,06:30,111.2,99.1,0.83,958.2,31.05,0.23,-2.1,0.98,0.26
2017/1/24,06:40,12.44,99.1,0.49,958.21,69.59,0.24,-1.99,1.18,0.35
2017/1/24,06:50,332.1,99,0.55,958.23,32.88,0.22,-1.89,0.98,0.4
2017/1/24,07:00,277.7,98.5,0.58,958.19,19.21,0.28,-1.74,1.18,0.33
2017/1/24,07:10,317.7,96.6,0.62,958.19,38.23,0.41,-1.8,1.67,0.69
2017/1/24,07:20,279.6,94.5,0.57,958.13,25.77,0.35,-2.06,1.76,0.62
2017/1/24,07:30,337,93.5,1.22,958.06,37.19,0.32,-2.26,1.67,0.66
2017/1/24,07:40,262.3,93.8,3.28,958.08,78.12,0.25,-2.48,0.98,0.34
2017/1/24,07:50,312.4,93.8,15.98,958.04,58.49,0.34,-2.69,1.37,0.38
2017/1/24,08:00,354.1,95.1,43.24,958,32.44,0.28,-2.81,1.08,0.46
2017/1/24,08:10,38.88,95.3,56.7,958.06,33.03,0.31,-2.48,1.57,0.77
2017/1/24,08:20,76.82,95.7,101.1,958.01,30.57,0.32,-2.38,1.47,0.57
2017/1/24,08:30,75.72,95.3,155.6,958,15.75,0.27,-1.81,1.76,0.97
2017/1/24,08:40,75.79,93,179.2,957.97,9.45,0.3,-2.06,2.16,1.29
2017/1/24,08:50,99.1,91.9,206,957.94,22.78,0.31,-1.7,1.96,1.24
2017/1/24,09:00,112,90.1,163,957.91,28.86,0.45,-1.72,2.16,0.84
2017/1/24,09:10,95.1,90.1,230.2,957.85,28.22,0.32,-1.32,1.47,0.76
2017/1/24,09:20,89.8,86.8,262.8,957.83,37.61,0.24,-0.38,1.08,0.48
2017/1/24,09:30,55.1,81.9,339.6,957.91,43.71,0.3,0.3,1.47,0.43
2017/1/24,09:40,35.01,80.3,359.7,957.94,42.9,0.26,0.51,1.18,0.46
2017/1/24,09:50,92.7,79.55,378.7,957.98,39.64,0.22,0.81,0.98,0.33
2017/1/24,10:00,86.4,77.12,404.1,957.94,43.11,0.23,1.31,1.27,0.3
2017/1/24,10:10,333.2,79.64,424.8,957.91,29.08,0.25,1.06,1.08,0.42
2017/1/24,10:20,318.9,81,453.9,957.86,55.86,0.4,1.02,1.86,0.6
2017/1/24,10:30,273.9,80.8,481.3,957.74,64.24,0.36,1.17,1.57,0.49
2017/1/24,10:40,341.4,79.33,506.7,957.72,37.96,0.43,1.65,1.86,0.71
2017/1/24,10:50,325.2,82.2,535.1,957.68,25.17,0.33,1.14,1.67,0.75
2017/1/24,11:00,331.8,82.3,557,957.54,26.82,0.36,1.3,1.67,0.71
2017/1/24,11:10,338.6,82.3,580.5,957.44,31.23,0.34,1.33,1.37,0.59
2017/1/24,11:20,328,80.3,601.9,957.26,35.19,0.32,1.87,1.47,0.46
2017/1/24,11:30,335.2,77.91,615.4,957.07,51.45,0.27,2.32,1.18,0.5
2017/1/24,11:40,91.1,73.6,603.6,956.86,79.57,0.26,3.32,1.37,0.55
2017/1/24,11:50,53.89,73.14,559.2,956.69,34.84,0.33,3.48,1.67,0.68
2017/1/24,12:00,57.95,70.8,518.3,956.54,48.21,0.41,4.25,1.76,0.66
2017/1/24,12:10,93.9,69.9,507.5,956.31,27.48,0.33,4.65,1.67,0.66
2017/1/24,12:20,106.9,66.36,505.2,956.16,36.05,0.33,5.44,1.57,0.8
2017/1/24,12:30,105.2,66.09,502.9,955.99,27.44,0.49,5.49,2.25,1.04
2017/1/24,12:40,79.09,67.89,499.1,955.82,28.38,0.56,4.71,3.04,1.49
2017/1/24,12:50,135.5,63.24,501.9,955.62,41.79,0.63,5.41,2.55,1.23
2017/1/24,13:00,107.8,64.23,491.8,955.46,16.8,0.47,5.51,2.94,1.65
2017/1/24,13:10,116.9,61.1,484.6,955.24,30.29,0.47,6.26,2.25,1.03
2017/1/24,13:20,71.28,61.47,475.3,955.06,24.92,0.73,5.87,3.14,1.53
2017/1/24,13:30,101.6,59.51,469.6,954.94,30.31,0.61,6.03,3.33,1.48
2017/1/24,13:40,49.32,61.83,458.6,954.79,20.95,0.84,5.78,3.63,1.44
2017/1/24,13:50,103.7,61.41,447,954.63,22.46,0.76,6.02,3.53,2.1
2017/1/24,14:00,109.7,59.83,431.8,954.48,36.61,0.48,6.72,2.65,1.37
2017/1/24,14:10,53.23,59.99,415.9,954.36,15.08,0.54,6.09,3.43,2.21
2017/1/24,14:20,41.95,59.06,404.6,954.24,31.25,0.39,6.39,2.55,1.31
2017/1/24,14:30,61.66,58.97,380.9,954.17,30.5,0.7,6.7,4.02,1.5
2017/1/24,14:40,62.16,56.43,360.2,954.03,58.27,0.6,6.96,2.65,1.12
2017/1/24,14:50,112,51.95,341.6,953.91,61.17,0.41,7.96,1.76,0.55
2017/1/24,15:00,89,52.92,320.4,953.92,38.93,0.58,7.42,2.65,1.43
2017/1/24,15:10,81.9,50.76,298.2,953.91,79.28,0.41,8.05,2.16,0.64
2017/1/24,15:20,80.1,51.94,271.6,953.83,23.96,0.83,7.62,2.84,1.07
2017/1/24,15:30,61.51,54.19,250,953.8,19.8,0.54,6.81,3.14,1.66
2017/1/24,15:40,60.31,53.43,227.4,953.78,15.8,0.55,7.12,3.23,1.68
2017/1/24,15:50,102.7,53.09,200.2,953.77,19.87,0.53,6.89,4.12,2.31
2017/1/24,16:00,100.5,53.17,172.4,953.66,27.6,0.92,6.82,4.9,2.11
2017/1/24,16:10,75.93,53.86,147,953.62,22.63,0.85,6.61,4.02,2.12
2017/1/24,16:20,79.58,54.49,121.2,953.59,22.03,0.72,6.34,4.12,2.57
2017/1/24,16:30,77.32,55.33,95.6,953.63,15.7,0.92,5.96,4.9,3.03
2017/1/24,16:40,74.77,56.58,70.05,953.59,12.03,0.89,5.56,5,3.2
2017/1/24,16:50,70.71,56.97,46.26,953.62,14.06,0.68,5.59,4.31,2.49
2017/1/24,17:00,71.3,57.43,26.55,953.58,13.72,0.78,5.29,5.19,3.01
2017/1/24,17:10,65.91,57.77,9.4,953.58,13.26,0.56,5.25,4.12,2.41
2017/1/24,17:20,62.89,59.26,1.91,953.56,16.36,0.86,5.01,4.02,2.16
2017/1/24,17:30,46.49,59.89,0.36,953.62,24.97,0.49,5.06,2.84,1.25
2017/1/24,17:40,21.24,60.64,0.26,953.71,23.49,0.91,4.72,4.02,1.58
2017/1/24,17:50,30.66,60.51,0.24,953.7,16.44,0.89,4.34,4.51,2.06
2017/1/24,18:00,35.21,60.57,0.27,953.65,12.79,0.68,4.03,4.31,2.49
2017/1/24,18:10,22.24,61.1,0.24,953.58,20.08,0.53,3.97,3.04,1.8
2017/1/24,18:20,4.84,62.16,0.14,953.54,18.65,0.37,3.88,2.35,1.35
2017/1/24,18:30,356.4,63.66,0.15,953.5,16.04,0.6,3.62,2.65,1.38
2017/1/24,18:40,8.27,63.88,0.2,953.5,22.15,0.47,3.67,2.25,0.9
2017/1/24,18:50,32.66,63.17,0.24,953.52,14.75,0.52,3.7,2.74,1.41
2017/1/24,19:00,35,63.27,0.18,953.41,14.15,0.46,3.56,2.45,1.27
2017/1/24,19:10,81.8,63.73,0.33,953.38,20.45,0.37,3.38,2.06,1.36
2017/1/24,19:20,85.1,64.22,0.18,953.42,23.75,0.36,3.21,2.16,1.21
2017/1/24,19:30,119.2,63.63,0.17,953.38,16.69,0.26,3.29,1.96,1.21
2017/1/24,19:40,113.3,66.56,0.15,953.39,29.93,0.32,2.96,2.16,1.04
2017/1/24,19:50,96.1,65.72,0.22,953.33,15.28,0.26,2.87,1.57,0.96
2017/1/24,20:00,99.1,66.5,0.15,953.25,7.58,0.19,2.57,1.27,0.79
2017/1/24,20:10,121.4,67.93,0.13,953.17,11.39,0.23,2.36,0.88,0.33
2017/1/24,20:20,102,68.44,0.16,953.13,22.5,0.25,2.3,0.98,0.38
2017/1/24,20:30,213.8,69.26,0.18,953.11,52.42,0.32,2.55,1.08,0.35
2017/1/24,20:40,239.2,70.7,0.18,953.01,17.84,0.23,2.38,0.98,0.39
2017/1/24,20:50,230.3,72.1,0.13,952.94,16.24,0.26,2.04,0.88,0.33
2017/1/24,21:00,231.4,72.02,0.18,952.98,13.74,0.31,1.88,1.08,0.28
2017/1/24,21:10,182.3,72.08,0.18,952.95,15.87,0.42,1.71,1.37,0.52
2017/1/24,21:20,180.5,73.24,0.22,952.94,12.88,0.46,1.25,1.96,0.81
2017/1/24,21:30,197.7,73.29,0.27,952.83,16.69,0.38,1.21,1.76,0.87
2017/1/24,21:40,177.1,73,0.16,952.74,27.29,0.53,1.2,2.16,0.8
2017/1/24,21:50,140.5,73.61,0.37,952.64,46.14,0.27,1.02,0.98,0.32
2017/1/24,22:00,157.7,74.27,0.27,952.58,25.35,0.17,1.04,0.59,0.2
2017/1/24,22:10,68.38,73.93,0.32,952.66,12.82,0.22,1.28,1.27,0.63
2017/1/24,22:20,81.3,75.8,0.18,952.61,26.27,0.21,0.99,1.18,0.68
2017/1/24,22:30,75.88,76.24,0.31,952.48,12.94,0.21,0.84,1.57,1.05
2017/1/24,22:40,89.9,77.57,0.27,952.34,16.26,0.49,0.33,2.25,1.36
2017/1/24,22:50,93.4,78.88,0.27,952.29,12.91,0.38,0.09,2.35,1.24
2017/1/24,23:00,113.5,80.4,0.3,952.3,9.74,0.2,-0.18,1.18,0.69
2017/1/24,23:10,189.2,79.3,0.29,952.28,48.36,0.26,0.15,1.37,0.44
2017/1/24,23:20,257.4,79.54,0.25,952.24,13.46,0.41,-0.07,2.25,1.09
2017/1/24,23:30,257.1,81.6,0.27,952.26,11.3,0.32,-0.49,1.57,0.89
2017/1/24,23:40,295.7,81,0.29,952.22,21.58,0.21,-0.22,0.98,0.38
2017/1/24,23:50,280.5,81.8,0.26,952.09,19.88,0.21,-0.57,1.18,0.43
2017/1/25,00:00,330.3,83.2,0.3,952.01,37.19,0.24,-0.86,0.98,0.31
2017/1/25,00:10,347.2,84,0.42,951.97,21.47,0.24,-1.11,1.18,0.5
2017/1/25,00:20,300.8,83.5,0.38,951.94,16.87,0.29,-1.05,1.27,0.39
2017/1/25,00:30,315.8,83.6,0.25,951.86,56.39,0.24,-1.19,0.98,0.26
2017/1/25,00:40,279.2,83.2,0.26,951.71,10.05,0.23,-1.12,0.98,0.2
2017/1/25,00:50,263.7,82.9,0.31,951.62,20.9,0.28,-0.98,0.98,0.36
2017/1/25,01:00,252,83,0.44,951.62,20.3,0.24,-0.92,0.88,0.24
2017/1/25,01:10,63.08,83.9,0.49,951.53,20.59,0.3,-1.06,1.18,0.26
2017/1/25,01:20,109.6,83.1,0.53,951.47,33.38,0.32,-0.86,1.27,0.4
2017/1/25,01:30,102.2,84.3,0.61,951.37,15.59,0.2,-1.1,1.18,0.48
2017/1/25,01:40,88.2,83.9,0.49,951.3,19.07,0.21,-0.93,1.08,0.53
2017/1/25,01:50,87.8,81.1,0.5,951.31,9.85,0.27,-0.37,1.76,1.12
2017/1/25,02:00,100.8,81.2,0.42,951.37,22.09,0.36,-0.68,1.37,0.61
2017/1/25,02:10,98.2,84.1,0.4,951.29,15.96,0.34,-0.97,1.37,0.66
2017/1/25,02:20,111.1,84.3,0.5,951.34,14.24,0.16,-0.91,1.18,0.67
2017/1/25,02:30,105.5,84.8,0.44,951.32,19.84,0.16,-0.97,1.27,0.78
2017/1/25,02:40,88.1,82.4,0.45,951.27,10.08,0.51,-0.71,2.25,1.27
2017/1/25,02:50,89.3,83.6,0.36,951.23,11.17,0.27,-0.96,1.67,1.14
2017/1/25,03:00,76.45,83.5,0.31,951.22,6.98,0.33,-1.05,2.16,1.39
2017/1/25,03:10,64.7,83.3,0.19,951.14,13.6,0.31,-1.14,1.67,0.86
2017/1/25,03:20,70.24,83,0.12,951.06,18.08,0.28,-1.1,1.08,0.44
2017/1/25,03:30,63.85,82.6,0.18,951.01,21.8,0.32,-0.95,1.37,0.48
2017/1/25,03:40,24.5,82.4,0.2,950.96,28.65,0.21,-1.17,0.98,0.39
2017/1/25,03:50,77.52,83.4,0.14,950.91,43.71,0.18,-1.14,0.69,0.29
2017/1/25,04:00,348.4,82.6,0.2,950.81,29.97,0.12,-1.31,1.08,0.52
2017/1/25,04:10,344.2,85.2,0.19,950.79,22.86,0.2,-1.84,0.69,0.2
2017/1/25,04:20,322,85.3,0.21,950.68,12.91,0.26,-2.07,0.98,0.4
2017/1/25,04:30,4.44,86.5,0.27,950.58,23.5,0.2,-2.22,0.78,0.32
2017/1/25,04:40,5.23,86.8,0.3,950.51,29.88,0.26,-2,0.98,0.28
2017/1/25,04:50,29.28,85.9,0.19,950.44,34.92,0.2,-1.71,0.88,0.18
2017/1/25,05:00,93,84.7,0.25,950.34,27,0.27,-1.51,1.08,0.24
2017/1/25,05:10,36.07,84,0.53,950.38,45.24,0.21,-1.58,0.88,0.28
2017/1/25,05:20,31.66,84.8,0.32,950.41,22.1,0.24,-1.63,1.18,0.26
2017/1/25,05:30,60.2,83.1,0.42,950.4,31.51,0.23,-1.41,1.27,0.62
2017/1/25,05:40,44.86,82.4,0.68,950.39,41.32,0.19,-1.44,0.98,0.19
2017/1/25,05:50,70.61,83.3,0.63,950.4,36.04,0.14,-1.52,0.69,0.12
2017/1/25,06:00,77.01,81.1,0.73,950.39,48.35,0.22,-1.05,1.08,0.35
2017/1/25,06:10,42.5,81.3,0.54,950.3,36.75,0.15,-1.15,0.69,0.13
2017/1/25,06:20,344.8,81.8,0.58,950.27,62.1,0.18,-1.11,0.78,0.25
2017/1/25,06:30,88.7,82.4,0.49,950.29,46.74,0.34,-1.21,1.27,0.44
2017/1/25,06:40,76.73,81,0.48,950.19,12.85,0.24,-0.88,1.47,0.74
2017/1/25,06:50,77.71,80.8,0.61,950.12,22.01,0.34,-0.85,1.37,0.62
2017/1/25,07:00,91.1,80.1,0.49,950.1,24.69,0.35,-0.91,1.37,0.55
2017/1/25,07:10,49.6,81.1,0.45,950.06,23.33,0.24,-1.02,1.18,0.56
2017/1/25,07:20,11.3,81.2,0.66,950.01,19.86,0.2,-1.13,0.88,0.4
2017/1/25,07:30,11.87,82,1.88,949.96,20.98,0.26,-1.12,1.27,0.58
2017/1/25,07:40,8.21,83.7,4.63,949.92,12.03,0.3,-1.56,1.18,0.56
2017/1/25,07:50,323,85,18.95,949.97,15.37,0.3,-1.86,1.37,0.78
2017/1/25,08:00,300.3,83.8,56.63,949.98,24.69,0.37,-1.4,2.16,1.05
2017/1/25,08:10,309.4,82.4,87.4,950.01,28.24,0.35,-1.11,1.96,0.89
2017/1/25,08:20,329.6,80.4,120.7,950.04,37.88,0.35,-0.65,1.76,0.69
2017/1/25,08:30,288.2,79.22,155,950.02,24.6,0.4,-0.4,1.96,0.9
2017/1/25,08:40,279.9,78.41,192.3,949.93,31.32,0.37,-0.22,1.67,0.73
2017/1/25,08:50,293.2,78.92,208,949.97,26.69,0.44,-0.25,1.96,0.89
2017/1/25,09:00,289.2,77.16,229.1,949.93,27.36,0.38,0.24,1.57,0.57
2017/1/25,09:10,313.1,77.7,229.4,950.05,25.48,0.48,0.32,1.67,0.68
2017/1/25,09:20,1.52,75.9,294.2,950.06,26.53,0.27,0.74,1.37,0.61
2017/1/25,09:30,342.1,76.19,329.3,950.05,30.72,0.25,0.83,1.27,0.51
2017/1/25,09:40,346,77,349.6,949.97,22.73,0.29,0.8,1.67,0.84
2017/1/25,09:50,319,76.12,330,949.91,27.12,0.32,1.26,1.37,0.63
2017/1/25,10:00,339.8,75.5,296.5,949.93,21.61,0.35,1.55,1.47,0.61
2017/1/25,10:10,10.67,75.67,227.3,949.84,28.11,0.35,1.7,1.67,0.85
2017/1/25,10:20,353.7,77.52,288.4,949.8,16.01,0.29,1.5,2.16,1.23
2017/1/25,10:30,331.6,75.51,301.1,949.8,27.19,0.48,2.13,2.35,0.99
2017/1/25,10:40,336.8,72.06,381.5,949.86,23.01,0.4,2.76,1.76,0.97
2017/1/25,10:50,339.3,72.15,268.8,949.73,24.08,0.32,2.51,1.96,1.02
2017/1/25,11:00,326.4,69.32,327.1,949.72,33.24,0.42,3.25,2.25,0.95
2017/1/25,11:10,339.1,68.24,463.6,949.59,19.98,0.52,3.49,2.45,1.04
2017/1/25,11:20,351.1,68.95,475.4,949.39,27.48,0.61,3.48,2.74,1.33
2017/1/25,11:30,340.9,67.15,437.9,949.22,19.54,0.58,4.02,2.74,1.4
2017/1/25,11:40,333.5,66.31,384.9,949.1,21.78,0.7,4.21,3.33,1.5
2017/1/25,11:50,348.6,64.35,493,948.96,34.63,0.65,4.74,3.14,1.36
2017/1/25,12:00,346,62.89,501.4,948.8,24.21,0.54,4.68,3.14,1.45
2017/1/25,12:10,351.5,60.89,517,948.59,33.56,0.38,5.44,2.25,1.09
2017/1/25,12:20,38.42,57.76,535.3,948.24,40.9,0.42,6.12,1.76,0.55
2017/1/25,12:30,111.8,52.27,491.9,948.04,50.81,0.44,7.67,2.25,0.63
2017/1/25,12:40,190.6,54.05,445.9,947.95,41.92,0.97,6.91,4.31,1.92
2017/1/25,12:50,174.9,52.34,396.6,947.67,22.29,0.91,6.82,5.59,2.79
2017/1/25,13:00,137.7,50.91,504.7,947.4,26.44,0.93,7.15,4.9,2.65
2017/1/25,13:10,154.8,48.73,423.5,947.32,40.33,0.92,7.92,3.72,1.79
2017/1/25,13:20,134.7,49.45,357,947.17,41.15,1.11,7.95,4.61,1.82
2017/1/25,13:30,172.5,49.28,474.9,946.97,29.24,0.91,7.32,5,3.17
2017/1/25,13:40,185.6,47.98,457.6,946.93,27.27,1.46,7.51,6.27,3.16
2017/1/25,13:50,178,46.78,368.3,946.76,31.1,1.39,7.82,5.98,2.98
2017/1/25,14:00,181.2,47.33,422.9,946.64,35.48,1.26,8.1,5.88,2.43
2017/1/25,14:10,155,49.66,263.6,946.52,37.91,0.95,8.03,5.1,2.64
2017/1/25,14:20,146.7,52.6,298.8,946.42,21.03,1.18,7.01,5.59,3.58
2017/1/25,14:30,154.5,52.72,225.9,946.31,19.77,0.85,6.88,5.59,3.58
2017/1/25,14:40,163.2,51.58,210.4,946.27,24.85,1.35,7.03,5.19,2.67
2017/1/25,14:50,166.4,52.07,195.5,946.24,31.85,1.15,7.01,5.19,2.6
2017/1/25,15:00,174.7,51.13,209.6,946.17,23.1,0.88,7.42,4.41,2.12
2017/1/25,15:10,182.6,50.74,184.7,946.09,18.94,0.48,7.41,2.94,1.87
2017/1/25,15:20,166.3,50.08,134.4,946.08,46.79,0.69,7.61,3.23,1.26
2017/1/25,15:30,172.5,50.25,112.1,946,29.96,0.9,7.42,4.41,1.78
2017/1/25,15:40,135.6,51.13,89.3,945.97,92.1,0.45,7.48,2.16,0.9
2017/1/25,15:50,78.81,54.2,70.95,945.87,25.12,0.67,6.88,2.65,1.45
2017/1/25,16:00,87,53.37,50.8,945.87,36.69,0.45,7.17,2.25,0.97
2017/1/25,16:10,11.2,55.05,35.61,946.06,52.68,0.43,7.04,1.76,0.76
2017/1/25,16:20,250.5,55.13,29.31,946.03,44.81,0.78,7.08,3.04,1.23
2017/1/25,16:30,226.6,57.45,21.2,946.14,30.45,0.84,6.57,3.14,1.77
2017/1/25,16:40,202,58.62,16.65,946.17,55.81,0.92,6.53,3.53,1.18
2017/1/25,16:50,98,58.82,11.98,946.26,26.01,0.49,6.53,2.45,1.38
2017/1/25,17:00,142.1,57.58,6.95,946.25,40.63,0.4,6.89,1.47,0.54
2017/1/25,17:10,184.1,58.14,3.22,946.23,23.37,0.88,6.72,4.12,2.01
2017/1/25,17:20,184.7,58.9,2.02,946.15,30.15,0.88,6.72,3.72,1.59
2017/1/25,17:30,154,58.83,1.48,946.15,71.3,0.62,6.87,2.25,0.77
2017/1/25,17:40,351.1,59.46,1.34,946.18,41.3,0.67,6.78,2.74,1.32
2017/1/25,17:50,338.9,61.59,0.97,946.08,26.11,0.85,6.47,3.33,1.77
2017/1/25,18:00,331.3,63.7,1.33,946.05,21.57,0.69,6.18,3.14,1.66
2017/1/25,18:10,326.5,64.5,0.94,946.06,27.76,0.56,6.21,2.45,1.14
2017/1/25,18:20,327.6,65.08,1.11,946.02,18.94,0.46,6.24,1.96,0.84
2017/1/25,18:30,317.8,64.48,0.94,945.97,22.87,0.39,6.46,2.25,0.97
2017/1/25,18:40,329.9,64.72,1.25,946.03,34.31,0.56,6.48,2.65,0.92
2017/1/25,18:50,338.7,65.58,1.12,946.09,40.97,0.64,6.37,2.74,1.16
2017/1/25,19:00,357.7,67.5,1.09,946.12,26.37,0.68,5.99,2.84,1.42
2017/1/25,19:10,69.89,66.7,0.86,945.96,29.6,1.2,6.08,5,1.64
2017/1/25,19:20,108.2,63.77,0.93,945.8,15.17,0.94,6.46,7.25,4.21
2017/1/25,19:30,108.6,63.98,0.97,945.66,15.81,0.95,6.53,7.25,3.95
2017/1/25,19:40,111.4,64.38,0.93,945.64,13.41,0.9,6.55,5.78,3.46
2017/1/25,19:50,106.9,65.25,1.03,945.52,18.25,0.74,6.53,5.29,3.08
2017/1/25,20:00,91.8,65.08,0.85,945.47,21,0.75,6.67,3.63,1.47
2017/1/25,20:10,98.4,64.94,0.86,945.36,18.96,0.58,6.72,4.21,2.37
2017/1/25,20:20,88.2,65.73,0.75,945.31,20.55,0.8,6.6,4.31,2.32
2017/1/25,20:30,97.6,64.71,0.57,945.33,87.5,0.91,6.89,3.72,1.61
2017/1/25,20:40,118.8,65.22,0.6,945.41,40.5,0.58,6.88,3.14,1.57
2017/1/25,20:50,124.6,65.74,0.65,945.39,38.37,0.79,6.87,4.7,1.39
2017/1/25,21:00,117,67.16,0.68,945.3,54.92,1.48,6.65,6.47,2.61
2017/1/25,21:10,118.7,68.17,0.56,945.33,46.46,1.3,6.5,6.66,2.85
2017/1/25,21:20,75.92,69.19,0.59,945.29,34.42,1.46,6.37,7.55,2.56
2017/1/25,21:30,87.3,69.72,0.63,945.15,36.95,1.83,6.4,7.84,3.39
