Fecha,Hora,DirMed_a_1100cm,Humedad_a_620cm,Irradia_a_200cm,Presion_a_150cm,SigDir_a_1100cm,SigVel_a_1100cm,TemAire_a_620cm,VelMax_a_1100,VelMedia_a_1100cm
2017/1/01,00:00,247.3,93,0.89,964.08,66.02,0.56,2.4,2.35,0.51
2017/1/01,00:10,257.2,93.7,1.17,964.02,28.71,0.59,2.26,2.74,1.06
2017/1/01,00:20,233.5,93.7,1.47,963.89,40.88,0.6,2.15,2.65,1
2017/1/01,00:30,232.7,92.4,1.21,963.74,24.92,0.77,2.25,3.04,1.34
2017/1/01,00:40,259.2,92.6,1.04,963.6,32.26,0.8,2.04,3.33,1.32
2017/1/01,00:50,255.3,91.4,1.04,963.49,24.39,0.77,1.94,3.82,1.43
2017/1/01,01:00,258.3,91.5,1.36,963.35,21.88,0.77,1.87,3.53,1.77
2017/1/01,01:10,236.2,93,1.14,963.31,18.54,0.64,1.7,3.14,1.62
2017/1/01,01:20,222.2,92.7,1.31,963.2,60.14,0.54,2.01,2.16,0.64
2017/1/01,01:30,284.8,91.5,1.2,963.16,16.29,0.36,2.05,1.47,0.69
2017/1/01,01:40,272.2,91.6,1.29,963.07,19.22,0.43,2.05,2.06,1.09
2017/1/01,01:50,234.8,91.9,1.05,963.05,16.04,0.87,1.83,4.02,2.05
2017/1/01,02:00,207.1,94,1.36,963,42.58,0.72,1.54,3.63,1.86
2017/1/01,02:10,229.2,93.2,1.15,963.01,54.5,0.47,1.95,2.06,0.58
2017/1/01,02:20,246.3,91.5,1.21,962.97,43.65,0.56,1.98,2.35,1.01
2017/1/01,02:30,192.6,91.1,1.2,962.9,52.9,0.54,2.12,2.25,0.56
2017/1/01,02:40,218.3,90.6,1.54,962.81,76.88,0.53,1.85,1.96,0.5
2017/1/01,02:50,208.5,90.5,1.07,962.78,25.12,0.51,1.78,3.14,1.85
2017/1/01,03:00,189,91.3,1.22,962.68,34.02,0.57,1.66,2.74,1.36
2017/1/01,03:10,241.4,90.5,1.09,962.48,23.83,0.57,1.76,2.16,0.93
2017/1/01,03:20,234,90.1,1.11,962.31,24.2,0.77,1.65,3.23,1.42
2017/1/01,03:30,193.5,89.8,1.13,962.23,27.02,0.53,1.71,2.06,0.95
2017/1/01,03:40,177.7,90.4,0.97,962.06,67.95,0.64,1.53,2.74,0.91
2017/1/01,03:50,236.2,91.4,1.52,961.96,25.71,0.7,1.38,2.74,1.49
2017/1/01,04:00,170,91.2,0.92,961.85,21.53,0.84,1.2,3.63,1.76
2017/1/01,04:10,193.2,90.4,1.52,961.73,41.45,0.37,1.44,1.37,0.55
2017/1/01,04:20,203.1,91.4,0.96,961.63,27.54,0.75,1.11,3.63,2.15
2017/1/01,04:30,183.8,90.9,1.11,961.55,38.38,0.89,1.18,4.51,1.78
2017/1/01,04:40,217,91.7,0.58,961.47,20.92,0.65,0.75,4.51,2.8
2017/1/01,04:50,210.7,93.4,1.2,961.38,27.46,0.59,0.58,3.63,2.14
2017/1/01,05:00,211.1,92.3,1,961.34,31.87,0.87,0.78,3.92,1.93
2017/1/01,05:10,202,91.2,1.11,961.3,34.88,0.61,0.88,2.55,1.11
2017/1/01,05:20,209.3,90.8,1.26,961.27,36.51,0.97,0.8,3.63,1.72
2017/1/01,05:30,207,91,1.26,961.24,40.58,0.62,0.78,2.74,1.4
2017/1/01,05:40,224.1,90.8,1.34,961.05,24.1,0.8,0.57,3.63,2.04
2017/1/01,05:50,171.9,91.3,1.36,960.91,19.39,0.94,0.51,4.02,2.03
2017/1/01,06:00,207.7,91.4,1.1,960.85,38.03,0.77,0.61,2.74,1.31
2017/1/01,06:10,211.7,91.1,0.82,960.72,21.68,0.87,0.57,3.72,2.07
2017/1/01,06:20,197.7,90.7,1.18,960.7,30.08,0.62,0.46,3.33,1.77
2017/1/01,06:30,176.3,89.8,1.03,960.68,31.63,0.63,0.57,3.23,1.18
2017/1/01,06:40,182.7,89.2,1.35,960.62,48.59,0.5,0.64,2.06,0.94
2017/1/01,06:50,227.1,89.3,1.29,960.72,20.5,0.4,0.57,2.45,1.44
2017/1/01,07:00,213.5,90.9,1.04,960.67,37.38,0.61,0.42,2.25,0.96
2017/1/01,07:10,225,90.1,1.3,960.62,17.52,0.28,0.73,1.27,0.66
2017/1/01,07:20,299.8,89.4,0.82,960.63,76.65,0.34,0.76,1.57,0.45
2017/1/01,07:30,156.8,89.2,0.88,960.51,21.67,0.4,0.62,1.86,0.97
2017/1/01,07:40,154,88.8,1.66,960.47,15.48,0.29,0.41,1.76,1.01
2017/1/01,07:50,189.1,88.5,4.56,960.37,31.89,0.41,0.64,1.67,0.75
2017/1/01,08:00,199.9,87.7,7.6,960.36,61.19,0.45,0.63,1.86,0.78
2017/1/01,08:10,194.2,87.3,10.46,960.33,24.11,0.4,0.61,1.67,0.65
2017/1/01,08:20,233.7,87,20.64,960.21,37.98,0.26,0.75,1.18,0.25
2017/1/01,08:30,197.5,85.6,33.21,960.09,35.24,0.48,0.93,2.25,0.65
2017/1/01,08:40,153.7,87.1,43.3,960.07,15.79,0.21,0.53,1.08,0.46
2017/1/01,08:50,169.3,87.5,60.5,960.04,43.09,0.27,0.63,1.08,0.45
2017/1/01,09:00,216.6,86.5,72.97,959.94,50.03,0.42,0.8,1.76,0.56
2017/1/01,09:10,152.4,87.1,90.8,959.95,28.73,0.34,0.58,1.67,0.52
2017/1/01,09:20,304.5,87.2,88.2,959.94,31.7,0.61,0.82,2.74,1.1
2017/1/01,09:30,286.2,88.6,87.7,959.93,45.54,0.6,0.66,2.45,1.22
2017/1/01,09:40,305.4,88.3,97.7,959.97,28.64,0.56,0.67,2.45,1.26
2017/1/01,09:50,276.1,87.5,111.5,959.99,32.58,0.44,0.83,1.76,0.77
2017/1/01,10:00,275.3,85.5,244.2,959.91,29.78,0.42,1.12,1.76,0.97
2017/1/01,10:10,279,82.6,308.1,959.82,26.83,0.63,1.74,2.55,0.87
2017/1/01,10:20,301.6,82.1,206.1,959.66,44.03,0.48,1.78,2.06,0.69
2017/1/01,10:30,307.9,82.1,361.7,959.57,36.43,0.53,1.79,2.45,1.15
2017/1/01,10:40,289.9,79.76,374.6,959.44,49.34,0.93,2.29,3.82,1.14
2017/1/01,10:50,293.8,84,414.8,959.37,34.25,0.79,1.38,3.23,1.66
2017/1/01,11:00,282.6,82.3,398.9,959.16,46.7,0.9,1.74,3.43,1.26
2017/1/01,11:10,277.5,83,446.1,959.04,18.36,0.53,1.67,2.94,1.69
2017/1/01,11:20,260.4,81.8,411.4,958.83,36.6,0.67,1.9,2.94,1.46
2017/1/01,11:30,278.7,82,451,958.68,29.14,0.66,1.81,3.43,1.8
2017/1/01,11:40,290.5,83.2,467.6,958.47,34.19,0.87,1.7,3.82,1.69
2017/1/01,11:50,256.2,78.97,466.1,958.3,58.88,0.72,2.45,3.33,1.25
2017/1/01,12:00,249.4,82.3,439.2,958.23,26.3,0.79,1.79,3.72,1.84
2017/1/01,12:10,275.4,81.3,430.7,958.08,33.38,0.66,2.06,3.63,1.62
2017/1/01,12:20,262,81.8,433.2,957.93,20.52,0.74,1.92,5,2.51
2017/1/01,12:30,256,81.1,430.1,957.73,26.63,0.67,2.17,3.63,2.21
2017/1/01,12:40,272,78.6,426.4,957.52,47.93,0.73,2.78,2.94,1.11
2017/1/01,12:50,252.8,77.07,423.3,957.38,29.2,0.52,3.11,2.84,1.34
2017/1/01,13:00,271.5,76.95,416.1,957.2,27.03,0.71,3.24,2.45,1.13
2017/1/01,13:10,261,75.38,408.5,956.99,34.35,0.52,3.55,3.63,1.2
2017/1/01,13:20,266.3,73.14,397.8,956.86,37.47,0.68,3.89,2.84,1.23
2017/1/01,13:30,259.7,74.85,387,956.76,28.11,0.67,3.59,3.53,1.32
2017/1/01,13:40,245.4,75.48,376,956.6,20.12,0.55,3.35,2.94,1.79
2017/1/01,13:50,255.4,74.7,361.5,956.5,22.56,0.6,3.68,2.84,1.53
2017/1/01,14:00,266.7,72.07,344.7,956.46,43.99,0.5,4.35,2.16,0.68
2017/1/01,14:10,270.3,69.49,328.5,956.42,47.28,0.53,4.9,2.45,0.85
2017/1/01,14:20,244.1,70.31,311,956.44,61.94,0.9,4.92,3.33,1.19
2017/1/01,14:30,248.2,73.35,292.5,956.4,31.18,0.61,4.3,3.82,1.7
2017/1/01,14:40,247.6,74.38,272.3,956.35,27.44,0.61,4.11,3.43,1.57
2017/1/01,14:50,271,74.78,249.7,956.26,24.47,0.51,4.22,3.14,1.79
2017/1/01,15:00,255.9,72.98,226.3,956.22,26.95,0.59,4.6,2.65,1.33
2017/1/01,15:10,254.1,73.05,204.7,956.25,31.29,0.7,4.62,3.33,1.47
2017/1/01,15:20,247.3,74.2,186.1,956.16,25.22,0.72,4.44,4.61,1.92
2017/1/01,15:30,247,74.5,164,956.19,32.01,0.76,4.37,3.82,1.72
2017/1/01,15:40,254.8,74.85,141.3,956.14,21.07,0.7,4.35,3.53,1.91
2017/1/01,15:50,252.8,75.98,117.3,956.08,18.65,0.71,4.18,4.12,2.36
2017/1/01,16:00,256.5,77.17,92.9,955.96,16.14,0.6,4.04,3.63,2.09
2017/1/01,16:10,259.6,79.2,70.24,955.95,15.72,0.56,3.67,3.43,2.39
2017/1/01,16:20,259.4,80.3,48.18,955.91,22.99,1.03,3.45,4.41,2.22
2017/1/01,16:30,256.1,81.5,28.12,955.92,23.63,1.12,3.05,5,2.79
2017/1/01,16:40,257.4,84.2,10.67,955.91,13.8,0.87,2.49,5.29,3.73
2017/1/01,16:50,264.6,86.3,2.94,955.88,17.52,1.1,2.12,5.39,3.2
2017/1/01,17:00,258.9,86.9,0.79,955.97,18.11,0.88,1.92,5.68,3.32
2017/1/01,17:10,259.5,87.6,0.7,956.02,19.52,0.89,1.8,5.19,3.38
2017/1/01,17:20,263,88.5,0.31,956.02,15,0.7,1.65,4.7,2.98
2017/1/01,17:30,262.6,89.4,0.08,956.05,16.94,0.79,1.46,4.51,2.7
2017/1/01,17:40,263.5,90.1,0.22,956.1,18.89,0.77,1.38,4.12,2.49
2017/1/01,17:50,259.7,90.4,0.3,956.13,13.3,0.69,1.32,4.21,2.54
2017/1/01,18:00,249.5,90.8,0.18,956.2,22.65,0.75,1.24,3.72,1.84
2017/1/01,18:10,259.9,91.8,0.27,956.15,19.16,0.83,1.03,4.61,2.09
2017/1/01,18:20,259.7,92.9,0.3,956.1,19.05,0.74,0.86,4.02,2.22
2017/1/01,18:30,261.5,93.1,0.22,956.09,20.07,0.65,0.88,4.02,2.12
2017/1/01,18:40,253.2,93.1,0.21,956.08,19.41,0.96,0.9,4.51,2.34
2017/1/01,18:50,249.4,94.1,0.25,956.18,28.54,1.05,0.68,4.8,2.25
2017/1/01,19:00,257.2,94.7,0.22,956.17,28.99,1.1,0.65,4.7,2.14
2017/1/01,19:10,246.5,95.4,0.32,956.19,19.87,0.75,0.57,4.21,1.99
2017/1/01,19:20,240.8,96,0.29,956.05,22,0.95,0.54,4.31,1.88
2017/1/01,19:30,241.8,95.8,0.18,956.05,25.95,0.55,0.66,3.14,1.34
2017/1/01,19:40,247,95.5,0.21,956.03,16.92,0.85,0.64,4.21,2.03
2017/1/01,19:50,251.1,96.1,0.51,956.03,18.48,0.87,0.54,4.8,2.4
2017/1/01,20:00,247.4,97.1,0.4,956.11,19.57,0.86,0.39,5.1,2.84
2017/1/01,20:10,240.9,98.8,0.57,955.98,11.19,0.59,0.25,4.02,2.05
2017/1/01,20:20,252.1,99,0.32,955.94,19.61,0.82,0.3,3.33,1.52
2017/1/01,20:30,270.7,98.7,0.34,956.03,20.51,0.75,0.37,4.12,1.7
2017/1/01,20:40,254,99.1,0.39,956.02,16.65,0.82,0.12,4.31,2.49
2017/1/01,20:50,255.6,99.1,0.43,955.97,21.81,0.89,0,4.61,2.72
2017/1/01,21:00,245.2,99.1,0.31,955.9,17.66,0.68,0.05,3.92,1.6
2017/1/01,21:10,242.1,99.1,0.27,955.86,7.35,0.39,-0.09,3.43,2.48
2017/1/01,21:20,226.9,97.6,0.38,955.86,21.12,0.68,0.03,4.21,2.21
2017/1/01,21:30,264.5,97.6,0.4,955.85,17.02,0.77,-0.03,3.23,1.83
2017/1/01,21:40,261.4,99,0.82,955.73,23.33,0.68,0.1,3.04,1.54
2017/1/01,21:50,240.6,99,0.96,955.59,10.29,0.39,-0.02,3.14,2.03
2017/1/01,22:00,264,99,0.89,955.62,24.49,0.82,0.11,3.92,1.41
2017/1/01,22:10,271.8,98.4,0.74,955.63,26.2,0.97,0.1,4.31,1.94
2017/1/01,22:20,251.8,98.4,0.49,955.64,18.16,0.96,-0.06,4.8,2.17
2017/1/01,22:30,231.9,97.5,0.24,955.53,23.19,0.59,-0.02,2.45,1.03
2017/1/01,22:40,250.6,95.9,0.17,955.52,30.3,0.5,0.08,1.86,0.77
2017/1/01,22:50,230.6,94.3,0.2,955.55,49.92,0.76,0,3.04,1.13
2017/1/01,23:00,243,94.5,0.53,955.72,14.3,0.59,-0.41,4.51,2.64
2017/1/01,23:10,238.8,97.3,0.51,955.7,10.66,0.41,-0.58,2.94,1.96
2017/1/01,23:20,232.4,97.6,0.3,955.73,19.32,0.76,-0.52,3.33,1.81
2017/1/01,23:30,211.9,96.3,0.31,955.7,23.63,0.69,-0.25,2.45,1.17
2017/1/01,23:40,182.7,93.1,0.3,955.67,25.63,0.45,-0.15,2.45,0.98
2017/1/01,23:50,187.5,91.9,0.26,955.67,23.28,0.51,-0.36,2.25,1.02
2017/1/02,00:00,178.7,90.3,0.25,955.57,25.84,0.8,-0.26,4.21,1.35
2017/1/02,00:10,251.6,88.9,0.27,955.51,31.91,0.45,-0.04,2.45,1
2017/1/02,00:20,256.4,87.4,0.31,955.51,45.78,0.37,0.17,1.37,0.4
2017/1/02,00:30,256.3,86.6,0.27,955.39,19.69,0.3,0.27,1.08,0.25
2017/1/02,00:40,286.3,87.7,0.47,955.46,33.18,0.3,0.05,1.27,0.36
2017/1/02,00:50,178.2,87.6,0.3,955.48,63.8,0.32,0.17,1.37,0.29
2017/1/02,01:00,176.1,88.8,0.49,955.42,38.48,0.53,0.01,2.45,0.9
2017/1/02,01:10,232.4,88.6,0.47,955.49,46.84,0.4,0.09,1.37,0.5
2017/1/02,01:20,292.4,88.2,0.3,955.49,56.11,0.36,0.21,1.57,0.72
2017/1/02,01:30,309.6,89.4,0.46,955.5,36.62,0.45,0.1,1.67,0.56
2017/1/02,01:40,273.4,88.5,0.56,955.42,25.84,0.59,0.12,3.14,1.58
2017/1/02,01:50,244.2,89.1,0.35,955.51,27.38,0.94,0.04,3.82,2.08
2017/1/02,02:00,216.6,89.9,0.47,955.53,25.65,0.9,0.08,4.51,2.39
2017/1/02,02:10,210.5,89.8,0.45,955.5,21.84,0.95,0.19,5.39,3.07
2017/1/02,02:20,215,90.7,0.49,955.57,17.9,1,0.14,5.49,3.61
2017/1/02,02:30,214.2,90.4,0.47,955.6,12.86,0.82,0.14,6.17,3.88
2017/1/02,02:40,218.3,90.1,0.58,955.52,14.89,0.88,0.16,5.19,3.24
2017/1/02,02:50,225.4,90,0.78,955.6,17.91,0.74,0.29,3.72,1.94
2017/1/02,03:00,217.9,89.6,0.84,955.5,80.2,0.98,0.4,3.33,0.81
2017/1/02,03:10,105.1,90,0.87,955.53,69.04,0.36,0.29,1.57,0.3
2017/1/02,03:20,250,88.9,0.56,955.53,37.54,0.62,0.61,2.45,0.88
2017/1/02,03:30,251.2,87.8,0.26,955.48,40.24,0.54,0.75,2.06,0.66
2017/1/02,03:40,335.3,87.9,0.79,955.5,32.5,0.45,0.56,1.86,0.57
2017/1/02,03:50,294.4,89.1,0.51,955.54,61.8,0.38,0.55,1.86,0.36
2017/1/02,04:00,338.1,87.4,0.95,955.51,32.7,0.27,0.69,0.98,0.54
2017/1/02,04:10,79.77,89,0.95,955.5,35.47,0.41,0.27,1.47,0.66
2017/1/02,04:20,5.2,91.2,0.69,955.47,21.88,0.31,-0.01,1.37,0.72
2017/1/02,04:30,293.4,90.6,0.9,955.49,42.51,0.33,0.26,1.37,0.84
2017/1/02,04:40,257.4,87.9,0.68,955.45,47.76,0.39,0.8,1.67,0.55
2017/1/02,04:50,220.1,87.3,0.61,955.42,12.67,1.17,0.65,4.7,2.43
2017/1/02,05:00,214.2,88,0.75,955.42,25.95,1.07,0.6,4.7,2.24
2017/1/02,05:10,186.9,86,0.65,955.43,36.03,0.6,0.98,2.84,1.16
2017/1/02,05:20,175,84.4,0.56,955.51,30.33,0.5,1.03,2.16,0.66
2017/1/02,05:30,115.5,86.9,0.76,955.53,22.87,0.32,0.41,1.76,0.89
2017/1/02,05:40,130.1,89.6,1.1,955.64,54.97,0.62,0.09,2.84,1.02
2017/1/02,05:50,226.7,87.1,0.98,955.69,47.78,0.51,0.82,2.35,0.71
2017/1/02,06:00,216,85.7,0.86,955.71,30.47,1.05,0.97,4.7,1.96
2017/1/02,06:10,227,87.9,1.25,955.79,27.45,1.2,0.66,5.88,3.1
2017/1/02,06:20,221.7,88.1,0.55,955.83,20.4,1.2,0.76,5.59,2.65
2017/1/02,06:30,222,89.1,0.86,955.85,13.51,1.32,0.56,8.62,4.98
2017/1/02,06:40,216.3,89.8,0.97,955.88,12.39,1.05,0.45,7.94,5.06
2017/1/02,06:50,216.5,88.9,1.62,956.01,22.6,1.12,0.71,5.39,2.87
2017/1/02,07:00,221,89.3,1.04,956.05,10.13,0.83,0.56,7.06,4.41
2017/1/02,07:10,212,89.1,1.13,956.14,26.46,0.96,0.73,5.19,3.07
2017/1/02,07:20,190,88.8,1.57,956.3,27.74,1.28,0.86,6.47,3.11
2017/1/02,07:30,189.6,88,1.46,956.45,24.89,1.1,1.01,5.88,2.64
2017/1/02,07:40,186.7,87.8,2.2,956.45,27.99,1.28,1.07,4.8,2.35
2017/1/02,07:50,222.3,89.1,2.39,956.34,11.34,0.91,0.6,6.08,4.09
2017/1/02,08:00,217.4,89,5.12,956.29,10.09,0.79,0.64,6.08,4.08
2017/1/02,08:10,221.3,88,9.22,956.39,11.46,0.75,0.75,5.98,4.36
2017/1/02,08:20,214.2,87.1,11.99,956.62,17.29,0.88,0.98,5.29,2.99
2017/1/02,08:30,204.8,85.8,14.19,956.78,32.92,1.01,1.37,4.31,1.87
2017/1/02,08:40,187.7,84.8,19.24,956.88,20.06,0.76,1.44,4.31,2.41
2017/1/02,08:50,181.1,84.2,24.79,957,22.73,0.91,1.54,4.51,2.27
2017/1/02,09:00,179.8,84.3,31.05,957.09,21.36,0.92,1.58,4.61,2.1
2017/1/02,09:10,171.1,84.8,40.55,957.14,25.83,1.12,1.64,4.8,1.93
2017/1/02,09:20,180.4,84.3,43.27,957.38,25.72,1.1,1.77,4.7,2.37
2017/1/02,09:30,173,84.5,44.5,957.48,16.18,0.69,1.78,4.41,2.4
2017/1/02,09:40,178.4,83.5,47.01,957.5,34.65,0.85,2.02,3.33,1.32
2017/1/02,09:50,174.4,82.6,64.09,957.49,27.25,0.66,2.15,2.74,1.26
2017/1/02,10:00,182.9,82.5,75.18,957.56,38.87,0.7,2.26,2.55,1.19
2017/1/02,10:10,168.3,80.2,85,957.62,55.29,0.44,2.63,1.76,0.47
2017/1/02,10:20,217.6,82.6,114.3,957.75,16.3,0.84,2.31,4.02,2.6
2017/1/02,10:30,219.6,83.6,156.3,957.85,11.41,0.54,2.17,3.82,2.48
2017/1/02,10:40,245.1,80.3,290.5,957.78,23.88,0.57,2.99,3.04,1.13
2017/1/02,10:50,271.4,80.4,276.6,957.83,27.13,0.56,3.18,2.65,1.32
2017/1/02,11:00,301.9,82.2,132.8,957.83,27.08,0.49,3.11,1.96,0.9
2017/1/02,11:10,205.2,81.4,107.5,957.73,42.63,0.79,3.12,4.12,1.5
2017/1/02,11:20,174.3,79.45,135,957.56,26.54,0.83,3.5,3.82,1.69
2017/1/02,11:30,208.9,78.6,173.4,957.48,53.95,0.55,3.77,2.25,0.93
2017/1/02,11:40,295,80.9,137.6,957.55,30.79,0.55,3.59,2.74,1.31
2017/1/02,11:50,287.3,81,122.2,957.51,35.59,0.77,3.57,3.23,1.42
2017/1/02,12:00,265.3,81.6,131.5,957.43,28.17,0.86,3.46,3.33,1.4
2017/1/02,12:10,279.1,81.6,130.5,957.29,23.93,0.56,3.58,2.94,1.49
2017/1/02,12:20,280.6,81.6,149,957.14,32.67,0.53,3.66,2.25,1.06
2017/1/02,12:30,281.5,81.3,104.9,956.97,26.67,0.62,3.78,2.74,1.12
2017/1/02,12:40,252.2,81.4,98.5,956.85,13.54,0.52,3.78,2.45,1.26
2017/1/02,12:50,250.9,81,148,956.68,15.15,0.5,3.89,2.65,1.22
2017/1/02,13:00,265.4,81.8,189.1,956.51,28.01,0.5,3.76,2.45,1.18
2017/1/02,13:10,264.4,79.99,159.2,956.4,27.7,0.34,4.13,1.96,0.91
2017/1/02,13:20,286.8,80.8,165.5,956.34,20.05,0.73,3.85,4.02,1.98
2017/1/02,13:30,283.9,81.7,332.3,956.23,15.88,0.56,3.68,3.82,2.46
2017/1/02,13:40,274.6,77.41,389.8,956.22,39.02,0.73,4.62,3.43,1.23
2017/1/02,13:50,269.8,76.79,320.7,956.18,31.63,0.52,4.82,2.45,1.19
2017/1/02,14:00,274.5,76.71,189.1,956.2,21.13,0.79,4.89,3.53,1.81
2017/1/02,14:10,254.6,78.43,267.1,956.21,33.74,0.67,4.58,3.14,1.56
2017/1/02,14:20,253.9,77.14,323.2,956.17,27.59,0.6,4.85,3.23,1.83
2017/1/02,14:30,259,77.3,155.3,956.13,23.09,0.67,4.83,2.84,1.62
2017/1/02,14:40,247.5,77.98,98.4,956.06,20.39,0.52,4.71,3.14,1.49
2017/1/02,14:50,252.2,77.66,94.6,956.06,24.11,0.52,4.8,2.45,1.28
2017/1/02,15:00,240.9,78.44,104.4,955.94,20.44,0.52,4.6,2.65,1.45
2017/1/02,15:10,252.7,78.83,121.4,955.96,16.42,0.56,4.5,2.84,1.56
2017/1/02,15:20,264.4,78.29,114.6,956.2,18.58,0.52,4.58,3.04,1.89
2017/1/02,15:30,264.1,79.09,119.6,956.18,15.22,0.53,4.46,3.43,2.28
2017/1/02,15:40,254.9,79.15,95.5,956.09,14.82,0.63,4.49,3.53,2.15
2017/1/02,15:50,238.3,78.78,58.28,956.06,14.41,0.6,4.64,3.04,1.75
2017/1/02,16:00,248,79.23,56.29,956.09,18.04,0.52,4.68,2.35,1.34
2017/1/02,16:10,253.2,77.51,27.56,956.08,26.29,0.4,5.09,1.57,0.61
2017/1/02,16:20,257.8,77.56,21.85,956.08,14.46,0.31,5.14,1.57,0.82
2017/1/02,16:30,271.9,78.17,11.74,956.01,26.63,0.59,5.01,2.55,1.06
2017/1/02,16:40,254.7,79.09,6.28,955.9,23.17,0.41,4.79,2.55,1.01
2017/1/02,16:50,254.8,79.65,2.37,956,21.46,0.67,4.68,3.63,1.57
2017/1/02,17:00,266.1,81.6,0.82,956.15,17.61,0.83,4.29,3.53,2.13
2017/1/02,17:10,262,83.1,0.41,956.27,14.48,0.82,3.97,5.98,2.9
2017/1/02,17:20,262.4,84.3,0.34,956.4,15.05,0.87,3.64,5.19,3.09
2017/1/02,17:30,262.6,84.3,0.32,956.52,18.47,0.58,3.69,3.63,1.9
2017/1/02,17:40,260.2,84.7,0.19,956.57,16.47,0.71,3.61,3.53,1.89
2017/1/02,17:50,251,85.8,0.36,956.53,20.5,0.87,3.45,4.12,1.79
2017/1/02,18:00,254.5,85.7,0.32,956.63,24.44,0.85,3.42,3.92,1.72
2017/1/02,18:10,248.2,85.7,0.38,956.77,19.15,0.6,3.33,3.14,1.83
2017/1/02,18:20,242.3,86.5,0.42,956.74,13.92,0.53,3.12,3.82,2.26
2017/1/02,18:30,241.6,86.5,0.4,956.72,14.41,0.61,3.18,2.74,1.41
2017/1/02,18:40,246.8,85.8,0.41,956.68,16.21,0.33,3.39,1.57,0.77
2017/1/02,18:50,256.8,85.7,0.63,956.83,13.68,0.59,3.3,3.04,1.77
2017/1/02,19:00,255.3,86.2,0.5,956.88,15.58,0.54,3.23,3.14,1.73
2017/1/02,19:10,260.6,85.9,0.4,956.92,18.35,0.4,3.29,2.16,1.12
2017/1/02,19:20,252.5,86.7,0.26,957.02,12.43,0.51,3.12,1.96,0.99
2017/1/02,19:30,261.9,87.4,0.29,957.04,19.88,0.41,3.1,1.76,0.54
2017/1/02,19:40,254.1,86.4,0.28,957.07,14.51,0.53,3.28,1.86,0.71
2017/1/02,19:50,239.6,87.6,0.38,957.12,14.55,0.63,3.01,2.84,1.45
2017/1/02,20:00,244.9,89.2,0.51,957.3,13.25,0.69,2.76,3.63,1.96
2017/1/02,20:10,252.2,88.2,0.48,957.33,17.14,0.63,2.89,4.12,1.61
2017/1/02,20:20,270.2,87.5,0.33,957.24,27.67,0.33,3,1.57,0.67
2017/1/02,20:30,294.1,86.8,0.44,957.27,25.76,0.47,3.16,2.16,1.09
2017/1/02,20:40,248.7,87.4,0.51,957.32,16.26,0.55,2.93,3.33,1.81
2017/1/02,20:50,237.2,86.8,0.52,957.19,18.04,0.6,2.99,2.55,1.12
2017/1/02,21:00,235.8,85.8,0.68,957.11,13.36,0.56,3.08,2.35,1.13
2017/1/02,21:10,233.7,85.2,0.67,957.17,13.17,0.28,3.17,1.37,0.66
2017/1/02,21:20,52.49,85.8,0.81,957.3,34.02,0.67,3.01,2.16,0.74
2017/1/02,21:30,75.14,88.7,1.12,957.45,22.45,0.37,2.76,1.67,0.82
2017/1/02,21:40,101.6,91.1,1.33,957.54,11.28,0.28,2.19,2.06,1.42
2017/1/02,21:50,123.6,92.3,1.2,957.51,13.19,0.28,2.22,1.67,0.94
2017/1/02,22:00,127.3,91.6,1.08,957.5,21.26,0.21,2.4,1.18,0.63
2017/1/02,22:10,138.5,91,0.86,957.46,6.56,0.2,2.55,0.98,0.51
2017/1/02,22:20,106.7,90.9,0.54,957.46,39.06,0.2,2.65,0.88,0.27
2017/1/02,22:30,284.6,88.6,0.18,957.54,15.43,0.21,3.01,0.88,0.3
2017/1/02,22:40,326.7,89.1,0.49,957.67,14.95,0.35,2.76,1.37,0.6
2017/1/02,22:50,310.1,90.1,0.83,957.73,27.67,0.51,2.61,1.96,0.68
2017/1/02,23:00,288.7,90.4,0.6,957.78,18.21,0.39,2.48,1.76,0.79
2017/1/02,23:10,310.2,90.9,0.47,957.88,17.09,0.28,2.35,1.18,0.49
2017/1/02,23:20,291.5,91,0.46,957.96,20.06,0.34,2.27,1.47,0.48
2017/1/02,23:30,248.9,91.2,0.34,957.92,14.83,0.31,2.31,1.18,0.34
2017/1/02,23:40,229.9,90.5,0.36,957.87,9.56,0.27,2.38,1.08,0.51
2017/1/02,23:50,258.6,89.7,0.37,957.91,17.49,0.26,2.56,1.27,0.52
2017/1/03,00:00,257.7,89.2,0.46,957.73,13.51,0.28,2.52,1.47,0.73
2017/1/03,00:10,291.6,89.7,0.35,957.69,14.19,0.27,2.33,1.18,0.49
2017/1/03,00:20,22.59,91.6,0.29,957.55,34.21,0.37,1.92,1.57,0.48
2017/1/03,00:30,55.77,92.3,0.45,957.54,9.31,0.28,1.73,1.76,1.23
2017/1/03,00:40,85.6,93,0.36,957.56,26.96,0.37,1.49,1.47,0.57
2017/1/03,00:50,253.9,94,0.33,957.57,7.92,0.14,1.47,0.59,0.08
2017/1/03,01:00,202.3,95.2,0.4,957.45,11.65,0.3,1.61,1.08,0.55
2017/1/03,01:10,178.6,93.7,0.4,957.4,15.22,0.17,1.79,0.98,0.55
2017/1/03,01:20,126.3,94.7,0.32,957.39,22.69,0.18,1.53,0.69,0.09
2017/1/03,01:30,69.13,95.2,0.37,957.33,19.8,0.35,1.51,1.47,0.77
